area,season_year,season,component,raw_value,month_count,grid_count,station_count
China,1983,Summer,P,52.074234630826794,3,170,603
China,1983,Summer,T10,12.386606899664026,3,165,442
China,1983,Summer,T90,7.350288888631975,3,165,442
China,1983,Summer,W,10.26185981076415,3,168,485
China,1983,Winter,D,45.55157637435772,3,163,444
China,1983,Winter,P,14.109843447741694,3,168,592
China,1983,Winter,T10,15.9241573667364,3,165,447
China,1983,Winter,T90,4.9894965078680125,3,165,447
China,1983,Winter,W,9.148893910365972,3,168,517
China,1984,Autumn,D,61.85955247623895,3,168,458
China,1984,Autumn,P,25.218103865186478,3,170,639
China,1984,Autumn,T10,10.217244872228044,3,166,449
China,1984,Autumn,T90,6.336453184517363,3,166,449
China,1984,Autumn,W,7.752308582868021,3,169,540
China,1984,Spring,D,61.581794311620705,3,168,458
China,1984,Spring,P,24.042056255437302,3,170,602
China,1984,Spring,T10,10.427144384021817,3,165,451
China,1984,Spring,T90,4.940003184553784,3,165,451
China,1984,Spring,W,8.301015731799476,3,168,500
China,1984,Summer,D,61.720673393929836,3,168,458
China,1984,Summer,P,54.38656353724176,3,169,625
China,1984,Summer,T10,12.356121372924875,3,165,443
China,1984,Summer,T90,5.814392103071093,3,165,443
China,1984,Summer,W,10.160307891133728,3,168,513
China,1984,Winter,D,61.46338325534253,3,168,462
China,1984,Winter,P,6.665135465052612,3,170,627
China,1984,Winter,T10,18.20758853825095,3,164,456
China,1984,Winter,T90,4.012011519448467,3,164,456
China,1984,Winter,W,8.033767736538943,3,167,536
China,1985,Autumn,D,54.888159565379034,3,168,501
China,1985,Autumn,P,29.3933595204405,3,169,633
China,1985,Autumn,T10,12.837342711946945,3,166,449
China,1985,Autumn,T90,5.917697122521871,3,166,449
China,1985,Autumn,W,7.532006057401041,3,168,549
China,1985,Spring,D,58.06876095996557,3,168,501
China,1985,Spring,P,23.436504882018255,3,170,629
China,1985,Spring,T10,13.107019968420142,3,165,452
China,1985,Spring,T90,6.94892645543116,3,165,452
China,1985,Spring,W,8.749248644473457,3,168,543
China,1985,Summer,D,56.47846026267229,3,168,501
China,1985,Summer,P,53.080113714710556,3,169,619
China,1985,Summer,T10,9.533268096394522,3,165,444
China,1985,Summer,T90,4.84729139311112,3,165,444
China,1985,Summer,W,7.196962595401558,3,168,561
China,1985,Winter,D,59.01468402463234,3,168,513
China,1985,Winter,P,9.882320465533803,3,169,629
China,1985,Winter,T10,18.312642964424168,3,165,458
China,1985,Winter,T90,6.780203450479159,3,165,458
China,1985,Winter,W,8.267296827066836,3,168,527
China,1986,Autumn,D,57.18681534450493,3,168,545
China,1986,Autumn,P,25.629780330745575,3,169,630
China,1986,Autumn,T10,14.599702657322743,3,165,451
China,1986,Autumn,T90,3.6039344937719178,3,165,451
China,1986,Autumn,W,7.593120761124966,3,168,539
China,1986,Spring,D,55.45599228677941,3,168,545
China,1986,Spring,P,23.70578669755348,3,169,612
China,1986,Spring,T10,11.294393169048204,3,165,453
China,1986,Spring,T90,6.686170216925465,3,165,453
China,1986,Spring,W,8.074718912711889,3,168,558
China,1986,Summer,D,56.321403815642164,3,168,545
China,1986,Summer,P,50.665096186376594,3,169,646
China,1986,Summer,T10,11.21263353041777,3,165,446
China,1986,Summer,T90,6.079988140963137,3,165,446
China,1986,Summer,W,7.619052760027986,3,168,569
China,1986,Winter,D,54.261183002812345,3,168,557
China,1986,Winter,P,6.881455599138406,3,169,641
China,1986,Winter,T10,13.343872607267372,3,165,458
China,1986,Winter,T90,4.357522264040803,3,165,458
China,1986,Winter,W,7.441181465285273,3,169,546
China,1987,Autumn,D,51.60070454765699,3,168,543
China,1987,Autumn,P,29.10543450220686,3,169,634
China,1987,Autumn,T10,14.31269443344906,3,165,453
China,1987,Autumn,T90,11.81929414695198,3,165,453
China,1987,Autumn,W,9.332499366129056,3,168,546
China,1987,Spring,D,55.308283197100955,3,168,543
China,1987,Spring,P,24.588875485170348,3,170,635
China,1987,Spring,T10,12.84127585990599,3,166,457
China,1987,Spring,T90,8.217953354387415,3,166,457
China,1987,Spring,W,9.34607381954373,3,169,534
China,1987,Summer,D,53.454493872378976,3,168,543
China,1987,Summer,P,49.8952023746892,3,170,640
China,1987,Summer,T10,12.767866469181456,3,165,448
China,1987,Summer,T90,7.2184304223745075,3,165,448
China,1987,Summer,W,7.950955062531996,3,168,552
China,1987,Winter,D,57.15324072393457,3,168,544
China,1987,Winter,P,8.234924062659053,3,169,624
China,1987,Winter,T10,7.31410749804823,3,165,462
China,1987,Winter,T90,10.87675852830939,3,165,462
China,1987,Winter,W,8.053408275848229,3,168,516
China,1988,Autumn,D,56.80067176313151,3,168,564
China,1988,Autumn,P,26.153739975318995,3,170,630
China,1988,Autumn,T10,6.3287607802152905,3,165,454
China,1988,Autumn,T90,6.904090780487901,3,165,454
China,1988,Autumn,W,6.54898884788917,3,168,548
China,1988,Spring,D,52.59805580987751,3,168,564
China,1988,Spring,P,23.458249267066133,3,170,629
China,1988,Spring,T10,15.330321747821444,3,166,456
China,1988,Spring,T90,6.515604934417954,3,166,456
China,1988,Spring,W,8.22125730662345,3,169,559
China,1988,Summer,D,54.699363786504506,3,168,564
China,1988,Summer,P,50.81799393150168,3,170,627
China,1988,Summer,T10,9.239453484310507,3,165,448
China,1988,Summer,T90,9.34461811283162,3,165,448
China,1988,Summer,W,6.693614595145071,3,168,544
China,1988,Winter,D,50.29430960405722,3,168,570
China,1988,Winter,P,8.861291884310537,3,169,639
China,1988,Winter,T10,12.048439492697014,3,165,463
China,1988,Winter,T90,10.667914391020416,3,165,463
China,1988,Winter,W,8.893581458863087,3,167,560
China,1989,Autumn,D,55.88582697385815,3,167,503
China,1989,Autumn,P,26.71016838738245,3,169,566
China,1989,Autumn,T10,9.759287606149625,3,163,432
China,1989,Autumn,T90,7.063287670638071,3,163,432
China,1989,Autumn,W,6.700812066313126,3,168,472
China,1989,Spring,D,58.58965920248426,3,167,503
China,1989,Spring,P,25.118515615712226,3,169,575
China,1989,Spring,T10,9.030377769416777,3,164,438
China,1989,Spring,T90,6.007195226159396,3,164,438
China,1989,Spring,W,7.660853804113654,3,167,464
China,1989,Summer,D,57.237743088171214,3,167,503
China,1989,Summer,P,53.399390260629296,3,169,573
China,1989,Summer,T10,13.375935938665506,3,162,425
China,1989,Summer,T90,6.238468877917925,3,162,425
China,1989,Summer,W,7.362441443304654,3,166,469
China,1989,Winter,D,58.76303023428892,3,167,536
China,1989,Winter,P,10.753549366268148,3,169,599
China,1989,Winter,T10,8.175148755294412,3,165,458
China,1989,Winter,T90,9.235640725379596,3,165,458
China,1989,Winter,W,6.72326650962129,3,168,525
China,1990,Autumn,D,52.6047127212283,3,167,476
China,1990,Autumn,P,35.15803118772991,3,169,591
China,1990,Autumn,T10,6.816596071737479,3,165,447
China,1990,Autumn,T90,11.300490436660334,3,165,447
China,1990,Autumn,W,6.583438742735663,3,169,480
China,1990,Spring,D,54.306354717974216,3,167,476
China,1990,Spring,P,32.66825243006043,3,169,588
China,1990,Spring,T10,10.925027615662254,3,165,450
China,1990,Spring,T90,7.229025553055841,3,165,450
China,1990,Spring,W,6.575045327962129,3,168,501
China,1990,Summer,D,53.455533719601256,3,167,476
China,1990,Summer,P,59.6683086381502,3,169,591
China,1990,Summer,T10,8.78720809420651,3,164,448
China,1990,Summer,T90,7.313900049380933,3,164,448
China,1990,Summer,W,7.680674341853101,3,168,510
China,1990,Winter,D,54.98472892121672,3,167,486
China,1990,Winter,P,14.31587994178075,3,169,579
China,1990,Winter,T10,8.370578133747756,3,164,446
China,1990,Winter,T90,11.09329546525988,3,164,446
China,1990,Winter,W,6.181284961608061,3,168,483
China,1991,Autumn,D,54.059084392959015,3,166,444
China,1991,Autumn,P,26.632097020205595,3,166,465
China,1991,Autumn,T10,7.33655390834565,3,162,447
China,1991,Autumn,T90,5.074652017414608,3,162,447
China,1991,Autumn,W,5.235255283825144,3,163,452
China,1991,Spring,D,52.7494262870137,3,166,444
China,1991,Spring,P,27.385882743680796,3,168,533
China,1991,Spring,T10,11.94998887706617,3,165,450
China,1991,Spring,T90,9.026913414604316,3,165,450
China,1991,Spring,W,7.365809130717594,3,168,459
China,1991,Summer,D,53.404255339986356,3,166,444
China,1991,Summer,P,67.03602215370924,3,165,453
China,1991,Summer,T10,9.618237499294223,3,161,435
China,1991,Summer,T90,8.903075243805562,3,161,435
China,1991,Summer,W,6.100319407681327,3,162,439
China,1991,Winter,D,51.70529916839009,3,167,465
China,1991,Winter,P,11.8334552151502,3,168,521
China,1991,Winter,T10,6.123174994755519,3,165,452
China,1991,Winter,T90,8.868764912593637,3,165,452
China,1991,Winter,W,6.43083454210857,3,168,463
China,1992,Autumn,D,56.03548825717684,3,160,428
China,1992,Autumn,P,26.9078443104692,3,167,525
China,1992,Autumn,T10,13.895416901103872,3,166,453
China,1992,Autumn,T90,6.13899631393954,3,166,453
China,1992,Autumn,W,6.909759343059907,3,167,490
China,1992,Spring,D,55.300872423595614,3,160,428
China,1992,Spring,P,28.511430380087177,3,163,466
China,1992,Spring,T10,9.043797549592403,3,161,443
China,1992,Spring,T90,5.47773317249311,3,161,443
China,1992,Spring,W,5.791519646769795,3,162,457
China,1992,Summer,D,55.66818034038622,3,160,428
China,1992,Summer,P,54.061712651867516,3,166,520
China,1992,Summer,T10,14.629846858029396,3,165,452
China,1992,Summer,T90,5.830665101309961,3,165,452
China,1992,Summer,W,6.319831517809173,3,166,514
China,1992,Winter,D,54.8224015603278,3,162,435
China,1992,Winter,P,14.948000665364328,3,162,444
China,1992,Winter,T10,9.61328360886415,3,160,444
China,1992,Winter,T90,9.102056876338287,3,160,444
China,1992,Winter,W,4.804473158915522,3,161,448
China,1993,Autumn,D,53.790480379810724,3,160,429
China,1993,Autumn,P,30.550447090881164,3,166,554
China,1993,Autumn,T10,12.659546229502817,3,165,457
China,1993,Autumn,T90,6.2308497168716235,3,165,457
China,1993,Autumn,W,6.109315385673028,3,166,513
China,1993,Spring,D,55.27371468697175,3,160,429
China,1993,Spring,P,27.759467574682372,3,167,495
China,1993,Spring,T10,10.92613926931675,3,166,455
China,1993,Spring,T90,7.7598213233216,3,166,455
China,1993,Spring,W,7.037254423016712,3,167,473
China,1993,Summer,D,54.53209753339124,3,160,429
China,1993,Summer,P,59.97089866444332,3,167,501
China,1993,Summer,T10,12.270059769430809,3,164,452
China,1993,Summer,T90,5.0736203895493395,3,164,452
China,1993,Summer,W,5.530647342445715,3,166,480
China,1993,Winter,D,56.025990278092145,3,160,430
China,1993,Winter,P,12.385528989024342,3,166,494
China,1993,Winter,T10,8.9286296581151,3,164,453
China,1993,Winter,T90,10.28117078338556,3,164,453
China,1993,Winter,W,5.9860766884180405,3,165,459
China,1994,Autumn,D,57.24137144076465,3,166,453
China,1994,Autumn,P,27.378622224776706,3,166,499
China,1994,Autumn,T10,9.20018709130409,3,165,457
China,1994,Autumn,T90,9.891462769249708,3,165,457
China,1994,Autumn,W,5.5748887654080255,3,166,478
China,1994,Spring,D,55.84180149066341,3,166,453
China,1994,Spring,P,26.82858434100274,3,166,540
China,1994,Spring,T10,8.859591085220876,3,165,458
China,1994,Spring,T90,10.076493947985833,3,165,458
China,1994,Spring,W,6.473723273987965,3,166,534
China,1994,Summer,D,56.541586465714026,3,166,453
China,1994,Summer,P,65.35936673421448,3,167,549
China,1994,Summer,T10,7.0430320226389425,3,165,452
China,1994,Summer,T90,10.871781147914367,3,165,452
China,1994,Summer,W,5.787584135242935,3,166,533
China,1994,Winter,D,55.13993794441647,3,166,453
China,1994,Winter,P,10.807706935119493,3,166,538
China,1994,Winter,T10,7.401293106045295,3,165,461
China,1994,Winter,T90,7.810996426523528,3,165,461
China,1994,Winter,W,7.1391682718720135,3,166,526
China,1995,Autumn,D,57.95933585029669,3,165,458
China,1995,Autumn,P,28.424655846625924,3,166,521
China,1995,Autumn,T10,8.28518636168239,3,165,456
China,1995,Autumn,T90,9.500872879982667,3,165,456
China,1995,Autumn,W,5.870973218918248,3,166,462
China,1995,Spring,D,57.812008523051894,3,165,458
China,1995,Spring,P,21.221999353582916,3,165,511
China,1995,Spring,T10,10.297558152320695,3,165,460
China,1995,Spring,T90,8.08180466466423,3,165,460
China,1995,Spring,W,6.729851471006938,3,165,496
China,1995,Summer,D,57.8856721866743,3,165,458
China,1995,Summer,P,59.770885005338876,3,166,536
China,1995,Summer,T10,9.381105886254389,3,164,450
China,1995,Summer,T90,7.549082787041056,3,164,450
China,1995,Summer,W,5.651868947066165,3,165,507
China,1995,Winter,D,57.6400538815667,3,165,461
China,1995,Winter,P,12.898564540337782,3,165,523
China,1995,Winter,T10,7.648814143262556,3,164,467
China,1995,Winter,T90,8.223916180025643,3,164,467
China,1995,Winter,W,5.116702944669373,3,164,501
China,1996,Autumn,D,58.907752414451274,3,164,457
China,1996,Autumn,P,27.48350554813882,3,167,586
China,1996,Autumn,T10,8.67520359955404,3,165,457
China,1996,Autumn,T90,8.746040954348945,3,165,457
China,1996,Autumn,W,5.993175949402094,3,166,525
China,1996,Spring,D,58.44863268610819,3,164,457
China,1996,Spring,P,25.980287426421025,3,167,561
China,1996,Spring,T10,13.513469443769054,3,166,457
China,1996,Spring,T90,6.885477078506235,3,166,457
China,1996,Spring,W,6.745359970700679,3,167,535
China,1996,Summer,D,58.67819255027973,3,164,457
China,1996,Summer,P,60.6183974556601,3,168,556
China,1996,Summer,T10,10.864540457825834,3,165,451
China,1996,Summer,T90,7.175222964713871,3,165,451
China,1996,Summer,W,5.912217188626749,3,166,491
China,1996,Winter,D,58.15947468225238,3,164,458
China,1996,Winter,P,9.273339875058667,3,167,592
China,1996,Winter,T10,9.356748940183138,3,166,462
China,1996,Winter,T90,5.93530675379468,3,166,462
China,1996,Winter,W,6.2799620133796346,3,167,519
China,1997,Autumn,D,56.725619350558844,3,166,511
China,1997,Autumn,P,23.84588705924901,3,166,542
China,1997,Autumn,T10,14.780272569465302,3,164,443
China,1997,Autumn,T90,8.420922568280625,3,164,443
China,1997,Autumn,W,5.721265790828255,3,165,447
China,1997,Spring,D,57.417593792100696,3,166,511
China,1997,Spring,P,24.180389405520447,3,168,564
China,1997,Spring,T10,5.899839517215448,3,165,459
China,1997,Spring,T90,10.833890590934308,3,165,459
China,1997,Spring,W,4.789607697970387,3,166,506
China,1997,Summer,D,57.07160657132977,3,166,511
China,1997,Summer,P,54.46642401452059,3,168,551
China,1997,Summer,T10,10.252066701392472,3,165,449
China,1997,Summer,T90,12.248993496352554,3,165,449
China,1997,Summer,W,6.819571132039911,3,166,453
China,1997,Winter,D,57.61877833512508,3,166,519
China,1997,Winter,P,10.368521550416752,3,167,590
China,1997,Winter,T10,7.44360722286599,3,165,461
China,1997,Winter,T90,8.96471410549453,3,165,461
China,1997,Winter,W,5.629809409867373,3,166,521
China,1998,Autumn,D,53.35946566095284,3,166,441
China,1998,Autumn,P,27.042285061894635,3,166,477
China,1998,Autumn,T10,5.855040909883098,3,161,438
China,1998,Autumn,T90,17.50564516753771,3,161,438
China,1998,Autumn,W,4.606957956989425,3,162,442
China,1998,Spring,D,55.89670697065841,3,166,441
China,1998,Spring,P,29.48695680201899,3,167,517
China,1998,Spring,T10,8.692545679765976,3,163,448
China,1998,Spring,T90,16.54314141086859,3,163,448
China,1998,Spring,W,6.1856624770561615,3,164,453
China,1998,Summer,D,54.628086315805625,3,166,441
China,1998,Summer,P,62.84382318382463,3,167,509
China,1998,Summer,T10,5.9303591049215525,3,162,439
China,1998,Summer,T90,11.442049130925517,3,162,439
China,1998,Summer,W,5.099878664356468,3,163,442
China,1998,Winter,D,56.95027888172942,3,166,467
China,1998,Winter,P,11.811744437055099,3,166,546
China,1998,Winter,T10,8.667344309455407,3,162,441
China,1998,Winter,T90,12.025349937809928,3,162,441
China,1998,Winter,W,5.607212439295189,3,164,445
China,1999,Autumn,T10,7.226982721430839,3,160,396
China,1999,Autumn,T90,11.347820276055849,3,160,396
China,1999,Autumn,W,5.298974320843151,3,160,397
China,1999,Spring,T10,9.477971523158692,3,159,405
China,1999,Spring,T90,12.276154775413152,3,159,405
China,1999,Spring,W,5.652951508311453,3,159,409
China,1999,Summer,T10,8.656622513130356,3,160,395
China,1999,Summer,T90,10.903083580102157,3,160,395
China,1999,Summer,W,5.277394170247804,3,160,398
China,1999,Winter,T10,4.13860256333648,3,161,417
China,1999,Winter,T90,17.99453843730456,3,161,417
China,1999,Winter,W,6.0188632918613125,3,162,420
China,2000,Autumn,T10,11.500821170427875,3,159,391
China,2000,Autumn,T90,9.052183509771119,3,159,391
China,2000,Autumn,W,6.355097952084372,3,159,391
China,2000,Spring,P,64.15503205977801,3,12,26
China,2000,Spring,T10,5.726527569512169,3,159,392
China,2000,Spring,T90,7.718342850117349,3,159,392
China,2000,Spring,W,4.934723987711393,3,160,393
China,2000,Summer,P,74.54047463114733,3,16,31
China,2000,Summer,T10,7.510889314423988,3,159,392
China,2000,Summer,T90,12.774594694398267,3,159,392
China,2000,Summer,W,4.964564919253115,3,160,392
China,2000,Winter,P,23.309200571136483,3,75,200
China,2000,Winter,T10,11.33544876621066,3,161,399
China,2000,Winter,T90,6.089622207130773,3,161,399
China,2000,Winter,W,5.689955408940878,3,161,404
China,2001,Autumn,T10,5.386521151057539,3,159,389
China,2001,Autumn,T90,10.79711409591799,3,159,389
China,2001,Autumn,W,3.820488016874035,3,160,390
China,2001,Spring,P,62.80245809263712,3,9,16
China,2001,Spring,T10,7.53794844414911,3,159,390
China,2001,Spring,T90,10.482517179818217,3,159,390
China,2001,Spring,W,5.20253343742255,3,159,390
China,2001,Summer,P,95.13528679563797,3,20,33
China,2001,Summer,T10,6.820670947543288,3,159,389
China,2001,Summer,T90,11.506883365234472,3,159,389
China,2001,Summer,W,4.542731017546932,3,159,390
China,2001,Winter,T10,9.243594095640365,3,158,388
China,2001,Winter,T90,10.015273774999486,3,158,388
China,2001,Winter,W,5.5490312146426755,3,158,388
China,2002,Autumn,P,29.31170760285303,3,160,384
China,2002,Autumn,T10,12.27592104816514,3,159,388
China,2002,Autumn,T90,8.16677098036814,3,159,388
China,2002,Autumn,W,4.787287630417367,3,160,392
China,2002,Spring,P,88.45242776251165,3,6,7
China,2002,Spring,T10,6.918060305468671,3,159,388
China,2002,Spring,T90,14.434048042165443,3,159,388
China,2002,Spring,W,5.444820279379772,3,160,391
China,2002,Summer,P,133.84016600353587,3,16,31
China,2002,Summer,T10,9.12190822629166,3,159,388
China,2002,Summer,T90,12.98793578019405,3,159,388
China,2002,Summer,W,4.828393176962382,3,160,392
China,2002,Winter,P,21.7898102066063,3,2,2
China,2002,Winter,T10,5.586988590383665,3,159,388
China,2002,Winter,T90,15.67025916007607,3,159,388
China,2002,Winter,W,4.99576595110226,3,160,390
China,2003,Autumn,P,30.55095932828262,3,161,384
China,2003,Autumn,T10,7.992754546321554,3,159,386
China,2003,Autumn,T90,12.322341455575637,3,159,386
China,2003,Autumn,W,5.396256126613847,3,161,392
China,2003,Spring,P,24.92999165057633,3,161,383
China,2003,Spring,T10,7.260330533035294,3,159,386
China,2003,Spring,T90,10.259009174795645,3,159,386
China,2003,Spring,W,5.575664380004223,3,161,391
China,2003,Summer,P,58.411900942128305,3,161,384
China,2003,Summer,T10,9.594203904466406,3,159,386
China,2003,Summer,T90,9.948092808041576,3,159,386
China,2003,Summer,W,5.066242623255495,3,161,392
China,2003,Winter,P,11.823747589564691,3,159,380
China,2003,Winter,T10,9.791199184455342,3,159,387
China,2003,Winter,T90,11.838782124764814,3,159,387
China,2003,Winter,W,5.179466303729906,3,160,391
China,2004,Autumn,D,51.330143571818155,3,160,377
China,2004,Autumn,P,23.312934681998698,3,161,386
China,2004,Autumn,T10,7.042947654657184,3,159,384
China,2004,Autumn,T90,9.175939838412303,3,159,384
China,2004,Autumn,W,4.23771900084698,3,161,400
China,2004,Spring,D,48.366041253590346,3,160,377
China,2004,Spring,P,26.84471992988503,3,161,381
China,2004,Spring,T10,6.942640418344101,3,159,384
China,2004,Spring,T90,13.499674975572235,3,159,384
China,2004,Spring,W,5.991084371267302,3,161,390
China,2004,Summer,D,49.84809241270424,3,160,377
China,2004,Summer,P,53.79415724887408,3,161,383
China,2004,Summer,T10,9.986282334380881,3,159,384
China,2004,Summer,T90,9.230037967844405,3,159,384
China,2004,Summer,W,5.701363089782762,3,161,394
China,2004,Winter,D,46.769746527263514,3,160,378
China,2004,Winter,P,9.080135184073743,3,161,381
China,2004,Winter,T10,5.972372901303273,3,159,385
China,2004,Winter,T90,9.86555334011687,3,159,385
China,2004,Winter,W,4.3455408120466705,3,161,391
China,2005,Autumn,D,34.0,3,1,1
China,2005,Autumn,P,20.049810908442048,3,3,3
China,2005,Autumn,T10,4.528123364655201,3,158,382
China,2005,Autumn,T90,12.47447733783018,3,158,382
China,2005,Autumn,W,4.222923072952592,3,160,401
China,2005,Spring,D,25.0,3,1,1
China,2005,Spring,P,28.763330543520535,3,160,386
China,2005,Spring,T10,7.179774911884226,3,158,382
China,2005,Spring,T90,10.973393647385299,3,158,382
China,2005,Spring,W,4.826829729341212,3,160,400
China,2005,Summer,D,29.5,3,1,1
China,2005,Summer,P,68.14544318941473,3,113,266
China,2005,Summer,T10,7.091163603974347,3,158,382
China,2005,Summer,T90,12.901255888466842,3,158,382
China,2005,Summer,W,5.137645324389365,3,160,397
China,2005,Winter,D,31.666440899321774,3,54,127
China,2005,Winter,P,11.397101799457317,3,161,386
China,2005,Winter,T10,11.696510684075113,3,159,383
China,2005,Winter,T90,9.454043200916875,3,159,383
China,2005,Winter,W,5.299629309418136,3,161,396
China,2006,Autumn,P,49.178799937892904,3,3,4
China,2006,Autumn,T10,5.940691202439151,3,158,382
China,2006,Autumn,T90,17.037520073245023,3,158,382
China,2006,Autumn,W,3.6117554088339694,3,160,401
China,2006,Spring,P,58.71311680963419,3,7,11
China,2006,Spring,T10,9.565260010315907,3,158,382
China,2006,Spring,T90,11.595324925414543,3,158,382
China,2006,Spring,W,5.5005486766345015,3,160,399
China,2006,Summer,P,92.44920393605658,3,15,22
China,2006,Summer,T10,6.182781152394267,3,158,382
China,2006,Summer,T90,15.175042293857326,3,158,382
China,2006,Summer,W,5.072290367074559,3,160,398
China,2006,Winter,P,16.23059494836934,3,7,9
China,2006,Winter,T10,10.590307932209313,3,158,382
China,2006,Winter,T90,10.725679739932636,3,158,382
China,2006,Winter,W,5.911851645633804,3,160,396
China,2007,Autumn,D,41.833333333333336,3,1,1
China,2007,Autumn,P,35.19717329466831,3,4,4
China,2007,Autumn,T10,6.906915165114803,3,158,380
China,2007,Autumn,T90,10.502467314784006,3,158,380
China,2007,Autumn,W,4.457531288614498,3,160,399
China,2007,Spring,D,38.333333333333336,3,1,1
China,2007,Spring,P,47.68428669717692,3,3,3
China,2007,Spring,T10,6.492725521535178,3,158,380
China,2007,Spring,T90,15.204108480215453,3,158,380
China,2007,Spring,W,4.942952145323132,3,160,397
China,2007,Summer,D,40.083333333333336,3,1,1
China,2007,Summer,P,96.83342058610714,3,13,21
China,2007,Summer,T10,6.671309854688339,3,158,380
China,2007,Summer,T90,13.715903528230127,3,158,380
China,2007,Summer,W,5.21037769690433,3,160,396
China,2007,Winter,D,36.583333333333336,3,1,1
China,2007,Winter,P,6.643147533111701,3,3,4
China,2007,Winter,T10,3.3429296853011725,3,158,380
China,2007,Winter,T90,15.107148866397708,3,158,380
China,2007,Winter,W,4.096569488273349,3,160,394
China,2008,Autumn,D,77.16666666666667,3,1,1
China,2008,Autumn,P,73.56861651464426,3,4,5
China,2008,Autumn,T10,4.906132570560737,3,158,380
China,2008,Autumn,T90,13.963678046185324,3,158,380
China,2008,Autumn,W,4.353360325005623,3,160,399
China,2008,Spring,D,56.666666666666664,3,1,1
China,2008,Spring,P,37.76455684101203,3,6,8
China,2008,Spring,T10,5.569027513359288,3,158,380
China,2008,Spring,T90,14.070932341587502,3,158,380
China,2008,Spring,W,3.556838998734301,3,160,397
China,2008,Summer,D,66.91666666666667,3,1,1
China,2008,Summer,P,96.44985320682262,3,18,36
China,2008,Summer,T10,8.57908489036164,3,158,380
China,2008,Summer,T90,9.357270277986826,3,158,380
China,2008,Summer,W,4.583264358125356,3,160,396
China,2008,Winter,D,46.416666666666664,3,1,1
China,2008,Winter,P,14.17313349447584,3,7,8
China,2008,Winter,T10,15.082320930770114,3,158,380
China,2008,Winter,T90,8.37058906723116,3,158,380
China,2008,Winter,W,4.805129865140921,3,160,394
China,2009,Autumn,D,62.333333333333336,3,1,1
China,2009,Autumn,P,42.65266531855816,3,3,3
China,2009,Autumn,T10,11.806227789735244,3,158,380
China,2009,Autumn,T90,13.486711047170424,3,158,380
China,2009,Autumn,W,5.750332253446488,3,160,399
China,2009,Spring,D,75.33333333333333,3,1,1
China,2009,Spring,P,68.6348789421461,3,6,7
China,2009,Spring,T10,6.614779424134178,3,158,380
China,2009,Spring,T90,13.817639154418018,3,158,380
China,2009,Spring,W,5.009657742497745,3,160,397
China,2009,Summer,D,68.83333333333333,3,1,1
China,2009,Summer,P,71.35683917184939,3,15,25
China,2009,Summer,T10,7.624188372756138,3,158,380
China,2009,Summer,T90,11.778580233186732,3,158,380
China,2009,Summer,W,5.852393955694459,3,160,396
China,2009,Winter,D,81.83333333333333,3,1,1
China,2009,Winter,P,1.4414328926588353,3,2,2
China,2009,Winter,T10,5.8147999689128556,3,158,380
China,2009,Winter,T90,16.490412412360907,3,158,380
China,2009,Winter,W,5.861875552202625,3,160,394
China,2010,Autumn,D,41.333333333333336,3,1,1
China,2010,Autumn,P,103.21294711507694,3,3,3
