area,season_year,season,CACI,component_count,T90,T10,P,D,W
China,1991,Winter,0.11989121228017488,5,-0.28785205390137886,-0.9491852059301915,-0.06867953485123454,-0.11222392948601496,0.11902637370931128
China,1991,Spring,-0.27147688027077826,5,-0.1981228640866691,0.9288852547385757,-0.5272971470494893,-0.03694089796433803,0.3338617624851807
China,1991,Summer,-0.11378013826903108,5,-0.2125354999337582,0.050255709231321964,-0.07732681913497276,-0.028327996759385653,-0.20045466628571693
China,1991,Autumn,-0.34105452897755484,5,-1.3192831600681885,-0.5948142067234125,-0.4749113826145638,-0.014575567638014491,-0.49131674129041986
China,1992,Winter,-0.11937692608000075,5,-0.21998793995349705,-0.00621512581427416,0.5133852262270148,0.17967080407196143,-1.076167846559757
China,1992,Spring,-0.3884643988213172,5,-1.3506385979251152,-0.18060560588429592,-0.4708162466603493,0.2221546314294074,-0.523627386834825
China,1992,Summer,-0.7925365938591525,5,-1.1998967932541873,2.181626113788948,-0.7353913047040835,0.23434093453882127,-0.08010969208736564
China,1992,Autumn,-0.3985197351230786,5,-1.0056554365772645,1.2358076494038637,-0.45942966088158427,0.21673683227759433,0.4915572389697253
China,1993,Winter,0.08665274886366407,5,0.12301367596574578,-0.19119738916839008,0.03449529255914317,0.2923784292670441,-0.20782104264200277
China,1993,Spring,-0.25636890798331224,5,-0.6095822636681665,0.5380122341939405,-0.5085503548710057,0.21939680399703126,0.1549035088195201
China,1993,Summer,-0.6934280221455691,5,-1.4431835326665927,1.178040239137777,-0.4356739707722944,0.102528415693483,-0.5127707838446646
China,1993,Autumn,-0.42973226252089675,5,-0.9785892196110622,0.89086800585931,-0.25491717926769536,-0.046012178359722426,0.021725270493305807
China,1994,Winter,0.11938103102194504,5,-0.5955545564518404,-0.6038586642493853,-0.2603774686545289,0.20940585495391448,0.6395726610127948
China,1994,Spring,-0.00731716356612872,5,0.14270459356118212,-0.250929740002994,-0.5552628364175415,0.2770851670918815,-0.15204248206915974
China,1994,Summer,0.2532961579156642,5,0.4201352430646168,-1.0449447235460279,-0.16236775221506167,0.3356767356314553,-0.37190816044871744
China,1994,Autumn,-0.03847114041281591,5,0.10007465066750394,-0.07466191198961643,-0.43299802247681984,0.35786979516216316,-0.2919640374065432
China,1995,Winter,-0.042253957371032234,5,-0.4754371175430967,-0.5369825414400248,0.13037442496331947,0.4435241428953207,-0.8467137786107295
China,1995,Spring,-0.2350096822698252,5,-0.5050254810826434,0.2980400761758847,-0.836605853767519,0.47715673699609146,-0.012533737319170322
China,1995,Summer,-0.199515024575902,5,-0.647659614636495,-0.050593192955593363,-0.4458187793007696,0.4916225199818456,-0.4463124418796845
China,1995,Autumn,0.052896278827877605,5,-0.015019514058472506,-0.33004464156748864,-0.37426888159812277,0.4418982033380264,-0.11817305510953169
China,1996,Winter,-0.22249497803066606,5,-1.1411885150234413,-0.07552658394504803,-0.5471291023991058,0.492164250648203,0.008151892675965826
China,1996,Spring,-0.4958780884906866,5,-0.8935057136480925,1.5257721090621668,-0.5978310689677678,0.5418049661658024,-0.004086516941208473
China,1996,Summer,-0.2941869257755902,5,-0.7678046150021302,0.5802916818669247,-0.4028324574040332,0.5835736565714135,-0.3035795311762765
China,1996,Autumn,0.012617700878866722,5,-0.23744398631591282,-0.22118826193239843,-0.42710939008021476,0.5528980427666618,-0.04644442390859898
China,1997,Winter,-0.007615104867060985,5,-0.2599406468571111,-0.5924260841952441,-0.3424550430878976,0.4415318374850332,-0.46963775607057356
China,1997,Spring,0.0898242347247848,5,0.3886519639982754,-1.380868186715903,-0.6881514228478335,0.4371045124747484,-1.0693520667171692
China,1997,Summer,0.08381617668968791,5,0.8627213895959114,0.31981478820102227,-0.714864110202483,0.3971716237942962,0.1938667684617372
China,1997,Autumn,-0.4711805591582272,5,-0.3332458237669787,1.4827766938570008,-0.6313420306327164,0.2975077123374511,-0.20604595987189134
China,1998,Winter,0.14242689968330308,5,0.6303915169398756,-0.26179240307791324,-0.07273697407206194,0.378931561556568,-0.48624400908577947
China,1998,Spring,0.4218313496729218,5,2.2426015944882276,-0.31470233092265576,-0.42186353343710237,0.28266073625713145,-0.3089443798663033
China,1998,Summer,0.23926428445072098,5,0.603398709571653,-1.5181496278034,-0.28995757672009614,0.11366538837983527,-0.7489347267811872
China,1998,Autumn,0.3887196316533471,5,2.3437271037473715,-1.0083142414270916,-0.4518815384643105,-0.0964568525596611,-0.8601047958837561
China,1999,Winter,1.222824252257191,3,2.3668151896793503,-1.4853841130604797,,,-0.18372654596825752
China,1999,Spring,0.09091442201602846,3,0.8569945252582175,-0.014851874862448232,,,-0.5991031340725803
China,1999,Summer,0.04576236119295226,3,0.43019471054961433,-0.358706277902891,,,-0.6516139048736486
China,1999,Autumn,0.23356541533115868,3,0.5292159453968719,-0.6253962465967148,,,-0.45391594600011054
China,2000,Winter,0.023788664895121173,4,-1.0962984924910648,0.4590856415690459,2.0759759487821015,,-0.4254371551415061
China,2000,Spring,0.28787021382195677,4,-0.6230514564739564,-1.4470331429580254,1.3178088198081277,,-0.99030965100437
China,2000,Summer,0.33944656962690234,4,1.0316305698825161,-0.8459712773158145,0.3033033530019045,,-0.8231189216926259
China,2000,Autumn,-0.1829010255484553,3,-0.1472337103420225,0.5674602108303535,,,0.16599084452701005
China,2001,Winter,-0.12574557558202965,3,0.04566482697039631,-0.10609916624024246,,,-0.5290007199567277
China,2001,Spring,0.3588848162139957,4,0.2745514232709073,-0.7554906123090982,1.2499355525771296,,-0.8444383233011522
China,2001,Summer,0.5143114158049531,4,0.6242340832586872,-1.139511913576199,1.3478841432546855,,-1.0543844768697592
China,2001,Autumn,0.061429127157454376,3,0.36694070593447553,-1.1390811916561991,,,-1.3217345161183116
China,2002,Winter,0.9102939387258693,4,1.6906875117916376,-1.0940539743816067,1.792023248893245,,-0.9355889801630123
China,2002,Spring,1.0936171805056134,4,1.5577213895542612,-0.9921440693518977,2.5370719962501163,,-0.7124687331338219
China,2002,Summer,0.91856541600859,4,1.1001906646030113,-0.1608264896534382,3.311018013411271,,-0.8977735036333602
China,2002,Autumn,-0.567663795733836,4,-0.4081360488556504,0.7837956912991589,-0.3244657142142098,,-0.7542577285663249
China,2003,Winter,-0.08420471309632654,4,0.5761193546233068,0.04185474338432235,-0.0704937536055886,,-0.8005897100187019
China,2003,Spring,-0.05707184760488895,4,0.20197227122589123,-0.8614762479464242,-0.6505357694849484,,-0.6412001401069229
China,2003,Summer,-0.2997154493969116,4,0.1232952797838663,0.040034542922368986,-0.5147472373683328,,-0.7673752970808109
China,2003,Autumn,0.14408414310006787,4,0.8163757112962908,-0.41166428710934466,-0.25488841990290534,,-0.39681500610245857
China,2004,Winter,-0.31580621700651673,5,0.0021114850973706595,-0.9899294571461759,-0.5832363431168823,-0.5744037497156097,-1.4134319344436381
China,2004,Spring,0.157123415311685,5,1.2543049420753989,-0.982760168735804,-0.5544531393786044,-0.4820670754242011,-0.4149278194499724
China,2004,Summer,-0.38466172825868405,5,-0.10746152767680556,0.2067802531259349,-0.7489618695659067,-0.44092714004660255,-0.41917785087817067
China,2004,Autumn,-0.3012134035641163,5,-0.11076673650089391,-0.6767616457370341,-0.6612644294843298,-0.33396264332336895,-1.076834854249023
China,2005,Winter,-0.7050935775999457,5,-0.11759590014263052,0.5566386472947445,-0.15022785408783274,-1.9887221832439372,-0.7122833032305838
China,2005,Spring,-0.607184969140565,5,0.4339524155139982,-0.8922298065968792,-0.4581756905624191,-2.854853528421978,-1.0490778488293049
China,2005,Summer,-0.2908527873107326,5,1.0723348881827663,-1.0244750060082808,-0.02105634223310358,-2.8017878960602287,-0.7282295924513781
China,2005,Autumn,-0.4104701403859329,5,0.8612052185981678,-1.378665667010298,-0.8444712134718702,-2.3622308394421743,-1.0855195346240856
China,2006,Winter,0.12131885647819549,4,0.25232034385844365,0.2577608148586466,0.7530840673039093,,-0.2623681703909244
China,2006,Spring,0.24501326592406805,4,0.6359104831235998,0.01847207660041401,1.0447290644715526,,-0.6821144072984661
China,2006,Summer,0.9153575332893353,4,1.803047449929874,-1.41079790843935,1.2116444663042074,,-0.7640596915160901
China,2006,Autumn,0.634226422349536,4,2.205785830316072,-0.9844086807056794,0.7909642683631822,,-1.4442530899867896
China,2007,Winter,-0.18722421555609192,5,1.5268799784243854,-1.700361868914259,-1.0386750764673116,-1.5282897602759988,-1.5963980883757936
China,2007,Spring,0.19337924861066555,5,1.8077810400416747,-1.1545232805958534,0.4912933547407025,-1.5008735211421496,-0.9858279111827531
China,2007,Summer,0.3417910709419837,5,1.3341331214563252,-1.2030331879046847,1.434014471739141,-1.573870515516105,-0.6883549108741271
China,2007,Autumn,-0.2784870690647761,5,0.28011786157603313,-0.7147292094404748,0.005971411831803575,-1.4454409234351226,-0.9478129047370693
China,2008,Winter,-0.6437556627320513,5,-0.4327703005185935,1.471429019914336,0.3685734448932158,-0.6074671973906596,-1.075685240729883
China,2008,Spring,0.31210221318761344,5,1.4398078068191935,-1.5071616249327857,-0.006486797578802486,0.3608489888676141,-1.7408205571027235
China,2008,Summer,0.4493874615623824,5,-0.06657367336438381,-0.39168199140716614,1.4145597123090436,1.539431819406791,-1.0321625419467046
China,2008,Autumn,1.2828830394838775,5,1.300024338978125,-1.2731608081785106,2.160320801291228,2.6898667828094505,-1.0089575338379269
China,2009,Winter,0.672185730132866,5,1.9292682707444222,-1.0325030779440032,-2.0108024182546247,2.7090547452048432,-0.29909502497431395
China,2009,Spring,1.0630042615448212,5,1.3575565928562565,-1.1079270058919928,1.5426111980792827,2.2564209990593733,-0.9494944881627984
China,2009,Summer,0.6153190934361923,5,0.711547611886266,-0.7977867037571247,0.1418275202830158,1.7618105576155683,-0.33637692636101313
China,2009,Autumn,0.33923325620892547,5,1.159477643167615,0.652701209602139,0.42455704067322936,0.9538177929237568,-0.18898498611783487
China,2010,Winter,0.7166357809854527,5,1.0736641560648101,0.19813549629369392,2.822757678203556,0.32115894653608174,-0.43626637958349174
China,2010,Spring,-0.235744239965944,5,0.028477205370640548,1.6604440815603274,1.0027704970117923,-0.1807430140443168,-0.36878180660750876
China,2010,Summer,0.6022866452683037,5,2.446328051377249,-1.516382495746336,1.0458406590335088,-0.8487224561396541,-1.1483955236759211
China,2010,Autumn,0.6428571086502572,5,1.1340979624017695,-0.6465371716015987,3.8246899302774455,-1.5039594287121685,-0.88708009231736
China,2011,Winter,0.20381977971363688,5,-0.4322689975759561,1.7661642028670965,4.398895093139438,-1.356610977365173,0.17524798323697208
China,2011,Spring,-0.4320575494527388,5,0.07715285199159004,0.9524221255325647,0.997188582436324,-1.365475520414167,-0.9167315357448762
China,2011,Summer,0.2875567444098554,5,1.6472253491743867,-1.0209670764502206,1.162944107186183,-1.4771841075992453,-0.9161687031622676
China,2011,Autumn,0.1252823196027356,5,1.3020418558316176,-0.45241068134498996,1.239316772508074,-1.4064285865837594,-0.9609291250872445
China,2012,Winter,-0.5060392443656605,5,-1.4802275191731407,0.5743336456601775,1.737412879300179,-0.9898426684193171,-1.223205267875846
China,2012,Spring,0.12109019410303064,5,0.6220992733964334,-0.9047105255723522,1.6163024640516745,-1.2977765200501752,-1.2398847724551316
China,2012,Summer,0.21043788794336304,5,0.6089627968296285,-1.2480019328526277,1.819654033636698,-1.7769119721415112,-0.8475173514606279
China,2012,Autumn,-0.45712890759561586,5,-0.48457813369266045,-0.2338800988565779,0.7271281669649351,-2.0891444814826268,-0.6729301886243051
China,2013,Winter,-0.3464851849807208,5,0.5374927917053112,0.9361047988501017,0.4031440477287118,-1.4814682740275917,-0.25548969145993344
China,2013,Spring,0.8363783776312967,5,2.230297802388138,-0.6094445806120976,3.0190786168797525,-0.9931310184122139,-0.6837980933112904
China,2013,Summer,0.9556589333983776,5,2.476169340319907,-1.0235940663997616,1.0858511794263128,-0.47164546526389967,0.6643255461098067
China,2013,Autumn,0.4560906547108539,5,0.5582279113278222,-0.31382289441918443,0.5979620786141784,0.19307722432216087,0.6173631648709239
China,2014,Winter,0.6417293374184726,5,0.7828726470452887,0.022100327216614944,1.5142746875094906,0.5318556346539137,0.4017440451002848
China,2014,Spring,1.3352425861181636,5,2.194567106338587,-1.600017950187769,3.338765069091796,0.12390248759364457,-0.5810396826209783
China,2014,Summer,0.39798554693309984,5,1.0890645178024083,-0.501582417371962,0.7653719730306604,-0.4136336205137836,0.04754244697425185
China,2014,Autumn,0.3936157486097028,5,1.3966037563908258,-0.962977951001663,-0.06273702765331564,-0.9772928812187559,0.6485269445280963
China,2015,Winter,0.7790162434618099,5,1.006495820696564,-0.8889222238846163,1.7129436697335214,-0.8727889527982994,1.1595084557926467
China,2015,Spring,,1,,,,-0.7900340173202396,
China,2015,Summer,0.5157121872305682,5,1.3536557944423604,0.2863075073994054,1.250088124655201,-0.7617046890144801,1.0228292134691652
China,2015,Autumn,0.9703777832140622,5,2.213258155977286,-0.5221142973934472,1.8120896136222036,-0.6261818495564809,0.9306086986338548
China,2016,Winter,2.5577318039320813,5,0.4046524442385294,0.02250750837382132,11.137619163865311,-0.3889669282314262,1.6578618481618128
China,2016,Spring,0.8179293742479897,5,1.8415552390683265,-1.123464535131737,1.8948135783177702,-0.8238835175022355,0.053697036224350465
China,2016,Summer,1.0509530619524485,5,3.428592494399947,-1.4057917440670054,0.8388582702758225,-1.4385095444325011,1.0200323454519686
China,2016,Autumn,1.0579026294502607,5,2.7583225095059514,-0.24570711497933928,3.016301364559049,-1.9526013025028544,1.221783460709819
China,2017,Winter,0.6201465165914012,5,2.942274948571664,-1.9390889401669142,-1.4828059423820317,-1.5673076654830052,1.2694823020834651
China,2017,Spring,0.48765629522983217,5,1.0758622407140206,-1.4210879708954904,1.5325228542683504,-1.365475520414167,-0.22571606931453414
China,2017,Summer,1.2081482650839717,5,2.7748487417416383,-0.7743514081385621,2.956779799704792,-1.216130806223723,0.7508921820585884
China,2017,Autumn,0.813512387662396,5,1.8522231933083653,-0.6315580334875989,1.4804174829617471,-0.8797620390903468,0.9831252676446153
China,2018,Winter,0.20375326191792043,4,0.28367957083187545,0.5023309828517055,,-0.5762528732250546,1.6099173329165664
China,2018,Spring,0.7771123011945316,5,4.153596418450424,-1.3133384087105815,-0.7239666132624925,-1.3316260202321712,0.4742193123063154
China,2018,Summer,1.0181008492528814,5,2.6294125392597056,-1.9182512844107427,1.9085012957534868,-2.366699060434358,1.0010381872748297
China,2018,Autumn,-0.26171046246426527,5,0.2565738477863125,-0.061802588625748306,0.45636831926508004,-3.240008418597862,1.156711350599395
China,2019,Winter,1.0846380203791017,5,1.377704688316596,0.09430799159395287,5.037252680561129,-2.667612592320572,1.7701533169323085
China,2019,Spring,0.8612333121645621,5,2.351315754892324,-1.4819832364130403,2.5428841631398758,-2.177863524782064,0.10784693115963409
China,2019,Summer,0.7101143739650885,5,2.07274386810759,-1.0821235558029254,0.7605668509478027,-1.7092314865997098,1.3443690815668348
China,2019,Autumn,0.8590364708799655,5,2.4565714633384346,-0.9253974347952852,0.05870655776458436,-0.9382805443673926,1.7927874428689161
China,2020,Winter,1.2562043939130716,5,1.7624185573141506,-1.212473413502336,3.285129318528883,-0.22509172636200134,0.24609240658199047
China,2020,Spring,0.6558347113891213,5,1.9122021812963739,-0.798646953437761,1.0354061375443626,-0.417689515318287,-0.04939220001460429
China,2020,Summer,1.384974259993729,5,2.259978095593239,-1.1384950633110853,3.0239057935033435,-0.7133614850560502,1.2158538326170274
China,2020,Autumn,0.9689004143310939,5,1.896906021336635,-0.8141073629757317,1.8780092263393853,-0.9577867127930743,1.213266173796792
China,2021,Winter,0.8506010441910836,5,2.0894314314914553,0.08077768629353697,1.2266642504247445,-1.9677899879803316,2.985477213313087
China,2021,Spring,0.6388691459619229,5,2.602658554024554,-1.4753430217957548,1.0505051404252956,-2.877491804519246,0.9433308180832554
China,2021,Summer,1.0553644281097474,5,2.408402126868454,-1.33583270483438,3.3623412294107027,-3.4474646683214525,1.6177107477566526
China,2021,Autumn,1.3269410574675375,5,2.5221827929904306,-0.18440940258797292,6.027113580634674,-3.6387715934490816,1.5397711045736928
China,2022,Winter,1.4627759858664382,5,0.15331926052454622,-0.5243437257829032,9.120729131327916,-2.809656250825771,0.3251440625225958
China,2022,Spring,0.6930185995341631,5,3.9646375599406745,-0.7763419115528066,1.3437691135043213,-2.955904673916832,0.33624908658984526
China,2022,Summer,1.3533524482560346,5,4.960571442644792,-1.4639341081467265,2.0252016026968342,-3.3111327280896674,1.6281878158814875
China,2022,Autumn,0.7515844387528461,5,3.2520478863885085,-0.3321060634430386,1.1761901067166995,-3.273353679660375,2.2709318168763586
China,2023,Winter,0.8070831054280003,5,0.8359941919164092,-0.1627518534392298,1.7139849312966293,-1.366976879518337,2.6896614300060704
China,2023,Spring,0.86065671720089,5,3.0419120822398,-0.8528221269542519,0.5931521412488563,-1.4492214859709918,1.2646187215325335
China,2023,Summer,1.616503854525027,5,4.055734907113544,-1.8596933236771154,2.013015099435308,-1.6004985056344503,1.754574448033618
China,2023,Autumn,1.314830598859944,5,4.044824752676045,-1.2929799100707042,1.3097743604242864,-1.5586922005054358,1.48526617163412
China,2024,Winter,1.1381648395945898,5,2.346919760731838,0.6495831641871114,1.7623377584985631,-0.941776262669661,3.17292610559932
China,2024,Spring,1.1400388300431807,5,3.7080050114452714,-2.2316309435660884,0.6254832533199809,-1.343783078028189,0.478858019912751
China,2024,Summer,1.877846000588151,5,5.131583335095503,-2.471336956085462,2.48620298788627,-1.8200761191614285,1.1201828430349476
China,2024,Autumn,1.8316314177934614,5,5.315744145073318,-1.5869699753545428,1.6573443200013989,-2.123203115699539,2.7213017642375874
China,2025,Winter,1.0635776137777286,4,0.699250777989885,-1.10132770723199,0.06989541157638106,,2.3838365583126584
China,2025,Spring,1.4872900230534394,4,3.505132482296911,-0.7347777580500048,0.5432896868534738,,1.165960165013368
China,2025,Summer,2.7785266489594216,4,4.909615476674071,-2.099077878605656,2.4348114440705912,,1.6706017964873683
East,1981,Spring,0.6681517684931091,4,-0.41051498663286495,-0.37274739580678906,1.7517316173534463,,0.958643047445066
East,1981,Summer,1.0027993249744265,4,0.662453240286694,-0.6736291318047466,0.5970721023342935,,2.078042825471972
East,1981,Autumn,0.25200718996208227,4,-1.799220428097002,2.9254510807031457,2.2984485720978456,,3.434251696550631
East,1982,Winter,-0.14801007203302186,4,-0.7848667273093732,0.4553379058667816,,-1.1684425985940747,1.8166069436381425
East,1982,Spring,-0.3544919598675781,5,-0.4183916561759352,0.3937829596360727,-1.7800887475301261,-1.5460427512271127,2.365846315231356
East,1982,Summer,-0.6575335182880704,5,-1.7204857425475941,1.2252061982806806,0.1188560655226212,-1.6876491300844452,1.2268174139497465
East,1982,Autumn,-0.2829527609343171,5,-0.8719325881804794,-0.3238828316838871,0.06011006558793741,-1.4648932209204222,0.5380691071574915
East,1983,Winter,-0.21103593159524023,5,-1.1825999811009373,0.5328364839015777,0.051419828113870865,-0.9667901677400823,1.5756271466525253
East,1983,Spring,0.2747067763026035,5,-0.43976118429271277,-0.07732200281667541,-0.07608952289444815,-0.470616250581312,2.282678836464815
East,1983,Summer,0.09467528645830589,5,-1.0222183159137959,0.7953733662087944,0.37122451531316697,0.3411219451542807,1.578621653946672
East,1983,Autumn,0.6723913569821663,5,-0.6571867233116686,-1.0962602754404176,1.3762063071314967,1.0009332495650072,0.5457436760855784
East,1984,Winter,-0.6708414836144578,5,-1.5017004707717982,2.1976132821639798,-1.5062349998600195,1.3217963980466776,0.5295449366768307
East,1984,Spring,-0.049986022079660145,5,-1.2131661980470356,0.7138914962617966,-0.9044817906623951,1.1096699971797988,1.471939377393128
East,1984,Summer,0.19305023457589138,5,-1.0123417332598108,-0.1961420560306896,-0.9960249770026187,0.6374836009294236,2.139992226181773
East,1984,Autumn,0.2836980778712726,5,-0.43421085826069716,0.07529227805091158,1.4363802950299693,0.08021061746714904,0.41140261317085336
East,1985,Winter,-0.29353174477153665,5,-0.5235194622716625,2.0099987691921064,-0.13385410951541835,-0.3702718328150661,1.5699854499365702
East,1985,Spring,-0.4161619909494558,5,-0.802821057522929,0.4388850128880947,-0.859715918018572,-0.9146165856011351,0.935228619283452
East,1985,Summer,-0.4433342837903912,5,-1.2264432400939604,-0.8455950733057978,-1.450000857207662,-1.409895222708107,1.0240728277519753
East,1985,Autumn,-0.37684387068088826,5,-0.21164068878563388,0.49182542908574506,0.5550955060779147,-1.563096379806493,-0.1727523618044842
East,1986,Winter,-1.0157542918362172,5,-1.5676451400724472,1.1060112938992983,-1.7073904290591215,-1.4556781691600325,0.7579535730098131
East,1986,Spring,-0.33055532718346364,5,-0.02088795209749627,0.012834231960346153,-0.46654261629446125,-1.4717783455654039,0.3192665100003893
East,1986,Summer,-0.6857031018287802,5,-0.7857776274075507,0.17293491977643877,-0.925959768766942,-1.1917976396160916,-0.35204555357687817
East,1986,Autumn,-0.6355302407603635,5,-1.4990474512569094,1.480457634699079,0.006592152458266536,-0.6924909414570948,0.48775267115299975
East,1987,Winter,0.4909689716425942,5,0.7056100260428028,-0.47270126911300475,-0.5499181784860876,-0.2852463069539584,2.1116980484972094
East,1987,Spring,-0.25758134594079013,5,-0.41441704103528937,2.077748868773818,-0.05827290870714112,-0.29790829895519505,1.5604403877674926
East,1987,Summer,-0.6884767783697702,5,-0.9365283483819138,1.3247609096697057,-0.7095849049461059,-0.20313054012784712,-0.26837918872327793
East,1987,Autumn,0.4447055179727551,5,1.0620084918786028,1.1145451435975324,0.9364103765832708,-0.07567456751466138,1.4153284325140958
East,1988,Winter,-0.01539105522109845,5,-0.04922736460805992,0.8383966866797382,-0.39057706892918903,0.2986126475051697,0.9026331966063252
East,1988,Spring,-0.2815948573774091,5,-0.6163579534474282,1.627058261624893,-0.6235014099980446,0.916053505615242,0.5428898325680781
East,1988,Summer,0.26197680442940463,5,1.092341284649667,-0.08941840616627417,-1.3603578891547348,1.5913243869310199,-0.10284216644520297
East,1988,Autumn,-0.08310375469368791,5,-1.159282450944752,-0.5707457474244061,-1.4104658855255716,1.8688773286142866,-0.2853935130368088
East,1989,Winter,0.5091127865097621,5,-0.49030193380574677,-0.3609470310034457,0.6717270311163471,2.0074572404590816,-0.004265436224316928
East,1989,Spring,-0.023875316523143387,5,-1.4023468787301243,-0.13809962570684928,0.22609793775598683,1.7426451769770552,-0.8238724443254839
East,1989,Summer,-0.4973383286148735,5,-0.8248929719398482,2.355591799844457,0.13073119285702908,0.8881326560187062,-0.32507072016579747
East,1989,Autumn,-0.1865987442027484,5,-0.8998688480751479,0.4764267095926278,0.46675702065457686,-0.0652624844563976,0.041807300455854506
