station_id,USAF,STATION NAME,CTRY,ICAO,lat,lon,elev_m,province,province_source,region,grid_id,grid_lat,grid_lon
528420-99999,528420,CHA-KA,CH,,36.783,99.083,2925.0,Qinghai,province_geojson,Qinghai-Tibet,36.25_98.75,36.25,98.75
528460-99999,528460,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
528540-99999,528540,JIANG-XI-GOU (?),CH,,0.0,0.0,-999.0,Qinghai,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
528560-99999,528560,GONGHE,CH,,36.35,100.783,2743.0,Qinghai,station_table_pdf,Qinghai-Tibet,36.25_101.25,36.25,101.25
528570-99999,528570,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
528640-99999,528640,HUANG-YUAN (?),CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
528660-99999,528660,XINING,CH,ZLXN,36.617,101.767,2262.0,Qinghai,station_table_pdf,Qinghai-Tibet,36.25_101.25,36.25,101.25
528680-99999,528680,HEY-IN,CH,,36.033,101.433,2072.0,Qinghai,station_table_pdf,Qinghai-Tibet,36.25_101.25,36.25,101.25
528760-99999,528760,MINHE,CH,,36.333,102.833,1905.0,Qinghai,station_table_pdf,Qinghai-Tibet,36.25_103.75,36.25,103.75
528860-99999,528860,APPROXIMATE LOCALE,CH,,36.567,103.7,1951.0,Gansu,province_geojson,Qinghai-Tibet,36.25_103.75,36.25,103.75
528880-99999,528880,LAN-ZHOU/CITY,CH,ZLAN,36.117,103.617,1600.0,Gansu,province_geojson,Qinghai-Tibet,36.25_103.75,36.25,103.75
528890-99999,528890,LANZHOU,CH,,36.05,103.883,1518.0,Gansu,province_geojson,Qinghai-Tibet,36.25_103.75,36.25,103.75
528950-99999,528950,JINGYUAN,CH,,36.583,104.683,1505.0,Gansu,station_table_pdf,Qinghai-Tibet,36.25_103.75,36.25,103.75
529070-99999,529070,BOGUS CHINESE,CH,,35.167,92.833,4877.0,Qinghai,province_geojson,Qinghai-Tibet,36.25_93.75,36.25,93.75
529080-99999,529080,WUDAOLIANG,CH,,35.217,93.083,4613.0,Qinghai,station_table_pdf,Qinghai-Tibet,36.25_93.75,36.25,93.75
529400-99999,529400,APPROXIMATE LOCALE,CH,,35.5,99.333,0.0,Qinghai,province_geojson,Northwest,36.25_98.75,36.25,98.75
529410-99999,529410,NAME UNKNOWN,CH,,35.717,98.917,3962.0,Qinghai,station_table_pdf,Qinghai-Tibet,36.25_98.75,36.25,98.75
529430-99999,529430,XINGHAI,CH,,35.75,99.983,3200.0,Qinghai,station_table_pdf,Qinghai-Tibet,36.25_98.75,36.25,98.75
529470-99999,529470,APPROXIMATE LOCALE,CH,,35.167,98.75,0.0,Qinghai,province_geojson,Northwest,36.25_98.75,36.25,98.75
529550-99999,529550,GUINAN,CH,,35.583,100.75,3123.0,Qinghai,station_table_pdf,Qinghai-Tibet,36.25_101.25,36.25,101.25
529570-99999,529570,TONGDE,CH,,35.267,100.65,3290.0,Qinghai,station_table_pdf,Qinghai-Tibet,36.25_101.25,36.25,101.25
529580-99999,529580,APPROXIMATE LOCALE,CH,,35.267,100.65,0.0,Qinghai,province_geojson,Northwest,36.25_101.25,36.25,101.25
529680-99999,529680,SON-AG,CH,,35.033,101.467,3565.0,Qinghai,station_table_pdf,Qinghai-Tibet,36.25_101.25,36.25,101.25
529740-99999,529740,BOGUS CHINESE,CH,,,,,Qinghai,station_table_pdf,Unmapped,nan_nan,,
529830-99999,529830,YU ZHONG,CH,,35.867,104.15,1875.0,Gansu,station_table_pdf,Qinghai-Tibet,36.25_103.75,36.25,103.75
529840-99999,529840,LINXIA,CH,,35.467,102.983,1920.0,Gansu,station_table_pdf,Qinghai-Tibet,36.25_103.75,36.25,103.75
529860-99999,529860,LINTAO,CH,,35.333,104.0,1905.0,Gansu,station_table_pdf,Qinghai-Tibet,36.25_103.75,36.25,103.75
529960-99999,529960,HUAJIALING,CH,,35.383,105.0,2450.0,Gansu,station_table_pdf,North,36.25_106.25,36.25,106.25
530670-99999,530670,ENGER HULASA,MG,,44.167,111.167,1086.0,Unmapped,unmapped,North,43.75_111.25,43.75,111.25
530680-99999,530680,ERENHOT,CH,,43.65,112.0,966.0,Inner Mongolia,station_table_pdf,North,43.75_111.25,43.75,111.25
530730-99999,530730,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
530780-99999,530780,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
530830-99999,530830,NARAN BULAG,CH,,44.617,114.15,1183.0,Inner Mongolia,station_table_pdf,North,43.75_113.75,43.75,113.75
531490-99999,531490,MANDAL,CH,,42.533,110.133,1223.0,Inner Mongolia,station_table_pdf,North,43.75_111.25,43.75,111.25
531920-99999,531920,ABAG QI,CH,,44.017,115.0,1147.7,Inner Mongolia,station_table_pdf,North,43.75_116.25,43.75,116.25
531950-99999,531950,ENGER SHOOTO,CH,,43.383,114.45,1128.0,Inner Mongolia,province_geojson,North,43.75_113.75,43.75,113.75
532310-99999,532310,HAILS,CH,,41.45,106.383,1510.0,Inner Mongolia,station_table_pdf,North,41.25_106.25,41.25,106.25
532760-99999,532760,JURH,CH,,42.4,112.9,1152.0,Inner Mongolia,province_geojson,North,41.25_113.75,41.25,113.75
532780-99999,532780,BOIN SUM,CH,,42.2,112.517,1280.0,Inner Mongolia,province_geojson,North,41.25_113.75,41.25,113.75
532860-99999,532860,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
533230-99999,533230,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
533310-99999,533310,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
533360-99999,533360,HALIUT,CH,,41.567,108.517,1290.0,Inner Mongolia,station_table_pdf,North,41.25_108.75,41.25,108.75
533520-99999,533520,BAILING-MIAO,CH,,41.7,110.433,1377.0,Inner Mongolia,station_table_pdf,North,41.25_111.25,41.25,111.25
533620-99999,533620,SHARA MORON SUME,CH,,42.033,111.533,1372.0,Inner Mongolia,station_table_pdf,North,41.25_111.25,41.25,111.25
533630-99999,533630,APPROXIMATE LOCALE,CH,,41.667,111.783,1524.0,Inner Mongolia,province_geojson,North,41.25_111.25,41.25,111.25
533760-99999,533760,BA-DAO-GOU (?),CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
533910-99999,533910,HUADE,CH,,41.9,114.0,1484.0,Inner Mongolia,station_table_pdf,North,41.25_113.75,41.25,113.75
534360-99999,534360,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
534460-99999,534460,BAOTOU,CH,ZBOW,40.567,109.983,940.0,Inner Mongolia,station_table_pdf,North,41.25_108.75,41.25,108.75
534463-99999,534463,BAOTOU,CH,ZBOW,40.559,109.998,1012.2,Inner Mongolia,province_geojson,North,41.25_108.75,41.25,108.75
534620-99999,534620,PI KO CHAI(AFLD),CH,,40.75,111.267,1036.0,Inner Mongolia,province_geojson,North,41.25_111.25,41.25,111.25
534630-99999,534630,BAITA,CH,ZBHH,40.851,111.824,1083.9,Inner Mongolia,station_table_pdf,North,41.25_111.25,41.25,111.25
534730-99999,534730,CHI PI PU LANG,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
534770-99999,534770,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
534780-99999,534780,YOU-YU,CH,,40.167,112.333,1212.0,Shanxi,station_table_pdf,North,41.25_111.25,41.25,111.25
534800-99999,534800,JINING,CH,,41.033,113.067,1416.0,Inner Mongolia,station_table_pdf,North,41.25_113.75,41.25,113.75
534870-99999,534870,DATONG,CH,,40.083,113.417,1054.0,Shanxi,station_table_pdf,North,41.25_113.75,41.25,113.75
534880-99999,534880,CHU LE P'U,CH,,0.0,0.0,-999.0,Shanxi,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
535020-99999,535020,JARTAI,CH,,39.783,105.75,1143.0,Inner Mongolia,province_geojson,North,38.75_106.25,38.75,106.25
535130-99999,535130,LINHE,CH,,40.767,107.4,1041.0,Inner Mongolia,station_table_pdf,North,41.25_106.25,41.25,106.25
535190-99999,535190,SHIZUISHAN/DAWUKOU,CH,,39.05,106.4,975.0,Ningxia,station_table_pdf,North,38.75_106.25,38.75,106.25
535230-99999,535230,A-LU-CH'IH-LAO-KA,CH,,39.883,108.0,1372.0,Inner Mongolia,province_geojson,North,38.75_108.75,38.75,108.75
535290-99999,535290,OTOG QI,CH,,39.1,107.983,1381.0,Inner Mongolia,station_table_pdf,North,38.75_108.75,38.75,108.75
535330-99999,535330,HANG-GIN-QI,CH,,39.85,108.733,1450.0,Inner Mongolia,station_table_pdf,North,38.75_108.75,38.75,108.75
535390-99999,535390,PA LA MU TU SHIH LI,CH,,39.15,108.9,1140.0,Inner Mongolia,province_geojson,North,38.75_108.75,38.75,108.75
535430-99999,535430,DONGSHENG,CH,,39.833,109.983,1459.0,Inner Mongolia,station_table_pdf,North,38.75_108.75,38.75,108.75
535630-99999,535630,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
535640-99999,535640,HEQU,CH,,39.367,111.217,1037.0,Shanxi,station_table_pdf,North,38.75_111.25,38.75,111.25
535730-99999,535730,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Shanxi,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
535770-99999,535770,BOGUS CHINESE,CH,,39.133,112.3,1219.0,Shanxi,station_table_pdf,North,38.75_111.25,38.75,111.25
535780-99999,535780,BOGUS CHINESE,CH,,39.3,112.417,900.0,Shanxi,station_table_pdf,North,38.75_111.25,38.75,111.25
535870-99999,535870,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
535880-99999,535880,WUTAI SHAN,CH,,38.95,113.517,2210.0,Shanxi,station_table_pdf,North,38.75_113.75,38.75,113.75
535930-99999,535930,YU XIAN,CH,,39.833,114.567,910.0,Hebei,station_table_pdf,North,38.75_113.75,38.75,113.75
536020-99999,536020,ALXA ZUOQI/BAYAN HO,CH,,38.833,105.533,1500.0,Inner Mongolia,province_geojson,North,38.75_106.25,38.75,106.25
536140-99999,536140,YINCHUAN,CH,ZLIC,38.483,106.217,1112.0,Ningxia,station_table_pdf,North,38.75_106.25,38.75,106.25
536150-99999,536150,YINCHUAN (CITY),CH,,38.467,106.317,1005.0,Ningxia,station_table_pdf,North,38.75_106.25,38.75,106.25
536240-99999,536240,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
536360-99999,536360,UXIN-QI,CH,,38.6,108.85,1341.0,Inner Mongolia,province_geojson,North,38.75_108.75,38.75,108.75
536460-99999,536460,YULIN,CH,,38.267,109.783,1158.0,Shaanxi,station_table_pdf,North,38.75_108.75,38.75,108.75
536520-99999,536520,BOGUS CHINESE,CH,,38.983,110.6,1219.0,Shaanxi,province_geojson,North,38.75_111.25,38.75,111.25
536630-99999,536630,WU-ZHAI,CH,,38.917,111.833,1463.0,Shanxi,station_table_pdf,North,38.75_111.25,38.75,111.25
536640-99999,536640,XINXIAN,CH,,38.4,112.717,900.0,Shanxi,station_table_pdf,North,38.75_113.75,38.75,113.75
536730-99999,536730,YUANPING,CH,,38.75,112.7,838.0,Shanxi,station_table_pdf,North,38.75_113.75,38.75,113.75
536810-99999,536810,BOGUS CHINESE,CH,,38.717,113.0,792.0,Shanxi,station_table_pdf,North,38.75_113.75,38.75,113.75
536980-99999,536980,SHIJIAZHUANG,CH,,38.067,114.35,104.8,Hebei,province_geojson,North,38.75_113.75,38.75,113.75
537050-99999,537050,ZHONGNING,CH,,37.483,105.683,1193.0,Ningxia,station_table_pdf,North,36.25_106.25,36.25,106.25
537130-99999,537130,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
537140-99999,537140,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
537150-99999,537150,HUI-AN-BU,CH,,37.45,106.667,1463.0,Ningxia,province_geojson,North,36.25_106.25,36.25,106.25
537230-99999,537230,YANCHI,CH,,37.8,107.383,1356.0,Ningxia,station_table_pdf,North,38.75_106.25,38.75,106.25
537380-99999,537380,PIN-KOU-MEN,CH,,37.15,108.383,1438.0,Shaanxi,station_table_pdf,North,36.25_108.75,36.25,108.75
537400-99999,537400,ZI-CHANG,CH,,37.133,109.65,1189.0,Shaanxi,station_table_pdf,North,36.25_108.75,36.25,108.75
537430-99999,537430,MI-ZHI AIRFIELD (?),CH,,37.867,110.067,975.0,Shaanxi,province_geojson,North,38.75_111.25,38.75,111.25
537450-99999,537450,APPROXIMATE LOCALE,CH,,37.467,109.583,0.0,Shaanxi,province_geojson,North,36.25_108.75,36.25,108.75
537530-99999,537530,BOGUS CHINESE,CH,,37.833,110.833,914.0,Shanxi,station_table_pdf,North,38.75_111.25,38.75,111.25
537540-99999,537540,SUIDE,CH,,37.467,110.25,900.0,Shaanxi,station_table_pdf,North,36.25_111.25,36.25,111.25
537570-99999,537570,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Shaanxi,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
537630-99999,537630,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Shanxi,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
537640-99999,537640,LISHI,CH,,37.5,111.1,951.0,Shanxi,station_table_pdf,North,38.75_111.25,38.75,111.25
537720-99999,537720,WUSU,CH,ZBYN,37.747,112.628,784.9,Shanxi,station_table_pdf,North,38.75_113.75,38.75,113.75
537760-99999,537760,YU-CI (?),CH,,37.7,112.717,823.0,Shanxi,station_table_pdf,North,38.75_113.75,38.75,113.75
537820-99999,537820,YANGQUAN,CH,,37.817,113.567,908.0,Shanxi,station_table_pdf,North,38.75_113.75,38.75,113.75
537870-99999,537870,YUSHE,CH,,37.067,112.983,1042.0,Shanxi,station_table_pdf,North,36.25_113.75,36.25,113.75
537880-99999,537880,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Shanxi,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
537970-99999,537970,BOGUS CHINESE,CH,,,,,Hebei,station_table_pdf,Unmapped,nan_nan,,
537980-99999,537980,XINGTAI,CH,,37.183,114.367,184.0,Hebei,station_table_pdf,North,36.25_113.75,36.25,113.75
537981-99999,537981,HANDAN/HEIBEI,CH,ZBHD,36.533,114.433,69.8,Hebei,province_geojson,North,36.25_113.75,36.25,113.75
538050-99999,538050,HAI-YUAN,CH,,36.567,105.65,1850.0,Ningxia,province_geojson,North,36.25_106.25,36.25,106.25
538100-99999,538100,QI-YING,CH,,36.55,106.15,1615.0,Ningxia,station_table_pdf,North,36.25_106.25,36.25,106.25
538170-99999,538170,GUYUAN,CH,,36.017,106.283,1676.0,Ningxia,station_table_pdf,North,36.25_106.25,36.25,106.25
538180-99999,538180,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
538210-99999,538210,HUNG-TE,CH,,36.767,107.2,1322.0,Gansu,station_table_pdf,North,36.25_106.25,36.25,106.25
538230-99999,538230,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
538450-99999,538450,YAN AN,CH,ZLYA,36.6,109.5,959.0,Shaanxi,province_geojson,North,36.25_108.75,36.25,108.75
538530-99999,538530,XI-XIAN,CH,,36.7,110.933,1006.0,Shanxi,station_table_pdf,North,36.25_111.25,36.25,111.25
538630-99999,538630,JIEXIU,CH,,37.033,111.917,745.0,Shanxi,station_table_pdf,North,36.25_111.25,36.25,111.25
538650-99999,538650,BOGUS CHINESE,CH,,,,,Shanxi,station_table_pdf,Unmapped,nan_nan,,
538660-99999,538660,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Shanxi,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
538870-99999,538870,CHANG-ZHI,CH,,36.2,113.117,975.0,Shanxi,province_geojson,North,36.25_113.75,36.25,113.75
538980-99999,538980,ANYANG,CH,,36.05,114.133,195.7,Henan,station_table_pdf,North,36.25_113.75,36.25,113.75
539030-99999,539030,XI-JI,CH,,35.967,105.717,1935.0,Ningxia,station_table_pdf,North,36.25_106.25,36.25,106.25
539130-99999,539130,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
539150-99999,539150,PINGLIANG,CH,,35.55,106.667,1348.0,Gansu,station_table_pdf,North,36.25_106.25,36.25,106.25
539230-99999,539230,XIFENGZHEN,CH,,35.733,107.633,1423.0,Gansu,station_table_pdf,North,36.25_108.75,36.25,108.75
539290-99999,539290,CHANG-WU,CH,,35.217,107.8,1219.0,Shaanxi,station_table_pdf,North,36.25_108.75,36.25,108.75
539420-99999,539420,LUO-CHUAN,CH,,35.75,109.417,1000.0,Shaanxi,station_table_pdf,North,36.25_108.75,36.25,108.75
539450-99999,539450,HUANG-LONG,CH,,0.0,0.0,-999.0,Shaanxi,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
539470-99999,539470,TONGCHUAN,CH,,35.167,109.05,914.0,Shaanxi,station_table_pdf,North,36.25_108.75,36.25,108.75
539480-99999,539480,BOGUS CHINESE,CH,,,,,Shaanxi,station_table_pdf,Unmapped,nan_nan,,
539590-99999,539590,YUNCHENG,CH,,35.117,111.067,376.5,Shanxi,station_table_pdf,North,36.25_111.25,36.25,111.25
539750-99999,539750,YANGCHENG,CH,,35.483,112.4,659.0,Shanxi,station_table_pdf,North,36.25_111.25,36.25,111.25
539850-99999,539850,SHEN-CHUANG,CH,,0.0,0.0,-999.0,Henan,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
540010-99999,540010,TAI-LE-MIN-SU-MU,CH,,44.9,115.417,1143.0,Inner Mongolia,province_geojson,North,43.75_116.25,43.75,116.25
540120-99999,540120,XI UJIMQIN QI,CH,,44.583,117.6,997.0,Inner Mongolia,station_table_pdf,North,43.75_118.75,43.75,118.75
540160-99999,540160,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
540170-99999,540170,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
540260-99999,540260,JARUD QI,CH,,44.567,120.9,266.0,Inner Mongolia,station_table_pdf,Northeast,43.75_121.25,43.75,121.25
540270-99999,540270,LINDONG,CH,,43.983,119.4,485.0,Inner Mongolia,station_table_pdf,Northeast,43.75_118.75,43.75,118.75
540280-99999,540280,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
540410-99999,540410,KAITONG/TONGYU,CH,,44.8,123.083,152.0,Jilin,station_table_pdf,Northeast,43.75_123.75,43.75,123.75
540490-99999,540490,CHANGLING,CH,,44.25,123.967,190.0,Jilin,station_table_pdf,Northeast,43.75_123.75,43.75,123.75
540630-99999,540630,WU-CHAI-CHAN,CH,,44.967,125.683,240.0,Jilin,station_table_pdf,Northeast,43.75_126.25,43.75,126.25
540680-99999,540680,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
540740-99999,540740,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
540940-99999,540940,MUDANJIANG,CH,,44.5,129.667,306.5,Heilongjiang,station_table_pdf,Northeast,43.75_128.75,43.75,128.75
540960-99999,540960,SUIFENHE,CH,,44.383,131.15,498.0,Heilongjiang,station_table_pdf,Northeast,43.75_131.25,43.75,131.25
541020-99999,541020,XILIN HOT,CH,,43.95,116.117,1004.0,Inner Mongolia,station_table_pdf,North,43.75_116.25,43.75,116.25
541150-99999,541150,LINXI,CH,,43.633,118.033,825.4,Inner Mongolia,station_table_pdf,Northeast,43.75_118.75,43.75,118.75
541250-99999,541250,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
541340-99999,541340,KAILU,CH,,43.617,121.317,274.0,Inner Mongolia,station_table_pdf,Northeast,43.75_121.25,43.75,121.25
541350-99999,541350,TONGLIAO,CH,,43.6,122.267,180.0,Inner Mongolia,station_table_pdf,Northeast,43.75_121.25,43.75,121.25
541420-99999,541420,WO-HU-TUN,CH,,43.7,123.6,183.0,Jilin,station_table_pdf,Northeast,43.75_123.75,43.75,123.75
541450-99999,541450,CHENG-CHIZ-T'UN,CH,,43.5,123.5,183.0,Jilin,province_geojson,Northeast,43.75_123.75,43.75,123.75
541570-99999,541570,SIPING,CH,,43.183,124.333,167.0,Jilin,station_table_pdf,Northeast,43.75_123.75,43.75,123.75
541580-99999,541580,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
541610-99999,541610,LONGJIA,CH,ZYCC,43.996,125.681,215.2,Jilin,station_table_pdf,Northeast,43.75_126.25,43.75,126.25
541611-99999,541611,TAIPING,CH,ZYHB,45.623,126.25,139.3,Heilongjiang,province_geojson,Northeast,46.25_126.25,46.25,126.25
541720-99999,541720,JILIN,CH,,43.85,126.55,188.0,Jilin,station_table_pdf,Northeast,43.75_126.25,43.75,126.25
541860-99999,541860,DUNHUA,CH,,43.367,128.2,525.0,Jilin,station_table_pdf,Northeast,43.75_128.75,43.75,128.75
541920-99999,541920,LUO-ZI-GOU,CH,,43.717,130.317,500.0,Jilin,station_table_pdf,Northeast,43.75_131.25,43.75,131.25
541950-99999,541950,WANG-CH'ING,CH,,43.317,129.75,244.0,Jilin,station_table_pdf,Northeast,43.75_128.75,43.75,128.75
542070-99999,542070,NAN-JUAN-ZI,CH,,42.3,115.683,1524.0,Inner Mongolia,province_geojson,North,41.25_116.25,41.25,116.25
542080-99999,542080,DUOLUN,CH,,42.183,116.467,1247.0,Inner Mongolia,station_table_pdf,North,41.25_116.25,41.25,116.25
542130-99999,542130,WUDAN/ONGNIUD QI,CH,,42.967,119.033,634.0,Inner Mongolia,station_table_pdf,Northeast,43.75_118.75,43.75,118.75
542180-99999,542180,CHIFENG,CH,,42.3,118.833,567.0,Inner Mongolia,station_table_pdf,Northeast,41.25_118.75,41.25,118.75
542260-99999,542260,BUGT,CH,,42.333,120.7,401.0,Inner Mongolia,station_table_pdf,Northeast,41.25_121.25,41.25,121.25
542350-99999,542350,HA-ERH-T'AO,CH,,42.5,122.133,183.0,Liaoning,province_geojson,Northeast,43.75_121.25,43.75,121.25
542360-99999,542360,ZHANGWU,CH,,42.417,122.533,84.0,Liaoning,station_table_pdf,Northeast,41.25_123.75,41.25,123.75
542370-99999,542370,FUXIN,CH,,42.0,121.633,182.0,Liaoning,province_geojson,Northeast,41.25_121.25,41.25,121.25
542590-99999,542590,QINGYUAN,CH,,42.067,124.867,230.0,Liaoning,station_table_pdf,Northeast,41.25_123.75,41.25,123.75
542730-99999,542730,HUADIAN,CH,,42.983,126.75,264.0,Jilin,station_table_pdf,Northeast,43.75_126.25,43.75,126.25
542740-99999,542740,HUI-NAN-ZHEN,CH,,0.0,0.0,-999.0,Jilin,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
542760-99999,542760,JING-YU,CH,,0.0,0.0,-999.0,Jilin,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
542840-99999,542840,FUSONG,CH,,42.333,127.283,610.0,Jilin,station_table_pdf,Northeast,41.25_126.25,41.25,126.25
542850-99999,542850,LUSHUIHE,CH,,42.517,127.8,853.0,Jilin,station_table_pdf,Northeast,43.75_128.75,43.75,128.75
542870-99999,542870,SONGJIANGHE,CH,,42.167,127.5,975.0,Jilin,province_geojson,Northeast,41.25_128.75,41.25,128.75
542920-99999,542920,YANJI,CH,,42.883,129.5,178.0,Jilin,station_table_pdf,Northeast,43.75_128.75,43.75,128.75
543080-99999,543080,FENGNING,CH,,41.2,116.633,661.0,Hebei,station_table_pdf,North,41.25_116.25,41.25,116.25
543110-99999,543110,WEICHANG,CH,,41.933,117.75,844.0,Hebei,station_table_pdf,North,41.25_118.75,41.25,118.75
543240-99999,543240,CHAOYANG,CH,,41.55,120.45,176.0,Liaoning,station_table_pdf,Northeast,41.25_121.25,41.25,121.25
543260-99999,543260,CHAOYANG AIRFIELD,CH,,41.583,120.433,152.0,Liaoning,station_table_pdf,Northeast,41.25_121.25,41.25,121.25
543350-99999,543350,GOUBANGZI,CH,,41.383,121.8,25.0,Liaoning,province_geojson,Northeast,41.25_121.25,41.25,121.25
543360-99999,543360,TAI-AN/SOUTHEAST,CH,,0.0,0.0,-999.0,Liaoning,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
543370-99999,543370,JINZHOU,CH,,41.133,121.117,70.0,Liaoning,province_geojson,Northeast,41.25_121.25,41.25,121.25
543380-99999,543380,PAN-SHAN,CH,,0.0,0.0,-999.0,Liaoning,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
543390-99999,543390,ANSHAN,CH,,41.133,122.983,17.0,Liaoning,station_table_pdf,Northeast,41.25_123.75,41.25,123.75
543420-99999,543420,SHENYANG,CH,ZYYY,41.733,123.517,43.0,Liaoning,station_table_pdf,Northeast,41.25_123.75,41.25,123.75
543424-99999,543424,TAOXIAN,CH,ZYTX,41.64,123.483,60.4,Liaoning,province_geojson,Northeast,41.25_123.75,41.25,123.75
543430-99999,543430,FU-SHUN,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
543460-99999,543460,BENXI,CH,,41.317,123.783,185.0,Liaoning,station_table_pdf,Northeast,41.25_123.75,41.25,123.75
543510-99999,543510,DA-HUO-FANG,CH,,41.883,124.083,273.0,Liaoning,station_table_pdf,Northeast,41.25_123.75,41.25,123.75
543630-99999,543630,TONGHUA,CH,,41.717,125.917,312.0,Jilin,station_table_pdf,Northeast,41.25_126.25,41.25,126.25
543650-99999,543650,HUANREN,CH,,41.267,125.367,204.0,Liaoning,province_geojson,Northeast,41.25_126.25,41.25,126.25
543740-99999,543740,LINJIANG,CH,,41.8,126.917,381.0,Jilin,station_table_pdf,Northeast,41.25_126.25,41.25,126.25
543770-99999,543770,JI'AN,CH,,41.15,126.217,225.0,Jilin,station_table_pdf,Northeast,41.25_126.25,41.25,126.25
543780-99999,543780,CHING-ZHI (?),CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
543860-99999,543860,CHANGBAI,CH,,41.417,128.183,775.0,Jilin,station_table_pdf,Northeast,41.25_128.75,41.25,128.75
544010-99999,544010,ZHANGJIAKOU,CH,,40.783,114.883,726.0,Hebei,station_table_pdf,North,41.25_113.75,41.25,113.75
544050-99999,544050,HUAILAI,CH,,40.417,115.5,538.0,Hebei,station_table_pdf,North,41.25_116.25,41.25,116.25
544230-99999,544230,CHENGDE,CH,,40.967,117.917,423.0,Hebei,station_table_pdf,North,41.25_118.75,41.25,118.75
544290-99999,544290,ZUNHUA,CH,,40.2,117.967,152.0,Hebei,station_table_pdf,North,41.25_118.75,41.25,118.75
544360-99999,544360,QINGLONG,CH,,40.4,118.95,228.0,Hebei,station_table_pdf,Northeast,41.25_118.75,41.25,118.75
