province,season_year,season,component,raw_value,month_count,grid_count,station_count
Shanghai,1985,Summer,T10,6.577060931899641,3,1,1
Shanghai,1985,Summer,T90,2.168458781362007,3,1,1
Shanghai,1985,Summer,W,5.412186379928315,3,1,1
Shanghai,1985,Winter,D,22.166666666666668,3,1,1
Shanghai,1985,Winter,P,38.36666666666667,3,1,1
Shanghai,1985,Winter,T10,17.06989247311828,3,1,1
Shanghai,1985,Winter,T90,8.294930875576037,3,1,1
Shanghai,1985,Winter,W,1.075268817204301,3,1,1
Shanghai,1986,Autumn,D,24.666666666666668,3,1,1
Shanghai,1986,Autumn,P,49.333333333333336,3,1,1
Shanghai,1986,Autumn,T10,15.878136200716845,3,1,1
Shanghai,1986,Autumn,T90,1.1111111111111112,3,1,1
Shanghai,1986,Autumn,W,3.261648745519713,3,1,1
Shanghai,1986,Spring,D,17.666666666666668,3,1,1
Shanghai,1986,Spring,P,51.06666666666666,3,1,1
Shanghai,1986,Spring,T10,14.67741935483871,3,1,1
Shanghai,1986,Spring,T90,6.003584229390682,3,1,1
Shanghai,1986,Spring,W,1.075268817204301,3,1,1
Shanghai,1986,Summer,D,21.166666666666668,3,1,1
Shanghai,1986,Summer,P,82.59999999999998,3,1,1
Shanghai,1986,Summer,T10,7.025089605734767,3,1,1
Shanghai,1986,Summer,T90,2.2222222222222223,3,1,1
Shanghai,1986,Summer,W,1.075268817204301,3,1,1
Shanghai,1986,Winter,D,14.166666666666666,3,1,1
Shanghai,1986,Winter,P,18.900000000000002,3,1,1
Shanghai,1986,Winter,T10,15.45698924731183,3,1,1
Shanghai,1986,Winter,T90,2.688172043010752,3,1,1
Shanghai,1986,Winter,W,2.150537634408602,3,1,1
Shanghai,1987,Autumn,D,32.833333333333336,3,1,1
Shanghai,1987,Autumn,P,49.73333333333332,3,1,1
Shanghai,1987,Autumn,T10,11.559139784946234,3,1,1
Shanghai,1987,Autumn,T90,10.394265232974911,3,1,1
Shanghai,1987,Autumn,W,0.0,3,1,1
Shanghai,1987,Spring,D,29.333333333333332,3,1,1
Shanghai,1987,Spring,P,66.49999999999999,3,1,1
Shanghai,1987,Spring,T10,22.903225806451616,3,1,1
Shanghai,1987,Spring,T90,4.874551971326165,3,1,1
Shanghai,1987,Spring,W,0.0,3,1,1
Shanghai,1987,Summer,D,31.083333333333332,3,1,1
Shanghai,1987,Summer,P,119.46666666666665,3,1,1
Shanghai,1987,Summer,T10,15.322580645161288,3,1,1
Shanghai,1987,Summer,T90,7.078853046594983,3,1,1
Shanghai,1987,Summer,W,0.0,3,1,1
Shanghai,1987,Winter,D,27.583333333333332,3,1,1
Shanghai,1987,Winter,P,18.233333333333324,3,1,1
Shanghai,1987,Winter,T10,7.93010752688172,3,1,1
Shanghai,1987,Winter,T90,10.675883256528417,3,1,1
Shanghai,1987,Winter,W,3.3410138248847923,3,1,1
Shanghai,1988,Autumn,D,34.833333333333336,3,1,1
Shanghai,1988,Autumn,P,46.566666666666656,3,1,1
Shanghai,1988,Autumn,T10,14.354838709677418,3,1,1
Shanghai,1988,Autumn,T90,2.759856630824373,3,1,1
Shanghai,1988,Autumn,W,1.075268817204301,3,1,1
Shanghai,1988,Spring,D,34.333333333333336,3,1,1
Shanghai,1988,Spring,P,44.36666666666665,3,1,1
Shanghai,1988,Spring,T10,16.774193548387096,3,1,1
Shanghai,1988,Spring,T90,4.874551971326165,3,1,1
Shanghai,1988,Spring,W,2.150537634408602,3,1,1
Shanghai,1988,Summer,D,34.583333333333336,3,1,1
Shanghai,1988,Summer,P,77.56666666666665,3,1,1
Shanghai,1988,Summer,T10,13.010752688172042,3,1,1
Shanghai,1988,Summer,T90,8.745519713261649,3,1,1
Shanghai,1988,Summer,W,0.0,3,1,1
Shanghai,1988,Winter,D,34.083333333333336,3,1,1
Shanghai,1988,Winter,P,22.76666666666665,3,1,1
Shanghai,1988,Winter,T10,10.474601408972932,3,1,1
Shanghai,1988,Winter,T90,8.138672599184279,3,1,1
Shanghai,1988,Winter,W,2.2246941045606228,3,1,1
Shanghai,1989,Autumn,D,27.5,3,1,1
Shanghai,1989,Autumn,P,35.26666666666666,3,1,1
Shanghai,1989,Autumn,T10,17.00716845878136,3,1,1
Shanghai,1989,Autumn,T90,6.00358422939068,3,1,1
Shanghai,1989,Autumn,W,6.630824372759856,3,1,1
Shanghai,1989,Spring,D,32.0,3,1,1
Shanghai,1989,Summer,D,29.75,3,1,1
Shanghai,1989,Summer,P,92.63333333333333,3,1,1
Shanghai,1989,Summer,T10,19.498207885304662,3,1,1
Shanghai,1989,Summer,T90,3.3333333333333335,3,1,1
Shanghai,1989,Summer,W,4.372759856630824,3,1,1
Shanghai,1989,Winter,D,34.25,3,1,1
Shanghai,1989,Winter,P,27.666666666666654,3,1,1
Shanghai,1989,Winter,T10,3.7634408602150535,3,1,1
Shanghai,1989,Winter,T90,6.7076292882744495,3,1,1
Shanghai,1989,Winter,W,1.075268817204301,3,1,1
Shanghai,1990,Autumn,D,18.5,3,1,1
Shanghai,1990,Autumn,P,75.63333333333333,3,1,1
Shanghai,1990,Autumn,T10,9.372759856630823,3,1,1
Shanghai,1990,Autumn,T90,5.0,3,1,1
Shanghai,1990,Autumn,W,14.336917562724013,3,1,1
Shanghai,1990,Spring,D,23.0,3,1,1
Shanghai,1990,Spring,P,54.1,3,1,1
Shanghai,1990,Spring,T10,7.060931899641576,3,1,1
Shanghai,1990,Spring,T90,4.856630824372759,3,1,1
Shanghai,1990,Spring,W,12.04301075268817,3,1,1
Shanghai,1990,Summer,D,20.75,3,1,1
Shanghai,1990,Summer,P,82.93333333333334,3,1,1
Shanghai,1990,Summer,T10,0.0,3,1,1
Shanghai,1990,Summer,T90,7.670250896057348,3,1,1
Shanghai,1990,Summer,W,9.928315412186379,3,1,1
Shanghai,1990,Winter,D,25.25,3,1,1
Shanghai,1990,Winter,P,171.0333333333333,3,1,1
Shanghai,1990,Winter,T10,4.589093701996927,3,1,1
Shanghai,1990,Winter,T90,7.16205837173579,3,1,1
Shanghai,1990,Winter,W,10.253456221198157,3,1,1
Shanghai,1991,Autumn,P,37.266666666666666,3,1,1
Shanghai,1991,Autumn,T10,9.041218637992833,3,1,2
Shanghai,1991,Autumn,T90,2.4462365591397845,3,1,2
Shanghai,1991,Autumn,W,2.777777777777778,3,1,2
Shanghai,1991,Spring,P,44.96666666666667,3,1,1
Shanghai,1991,Spring,T10,18.45878136200717,3,1,1
Shanghai,1991,Spring,T90,7.007168458781361,3,1,1
Shanghai,1991,Spring,W,7.5985663082437265,3,1,1
Shanghai,1991,Summer,T10,10.591397849462364,3,1,2
Shanghai,1991,Summer,T90,1.935483870967742,3,1,2
Shanghai,1991,Summer,W,6.6820276497695845,3,1,2
Shanghai,1991,Winter,P,41.96666666666667,3,1,1
Shanghai,1991,Winter,T10,5.549155145929338,3,1,1
Shanghai,1991,Winter,T90,6.08678955453149,3,1,1
Shanghai,1991,Winter,W,11.443932411674346,3,1,1
Shanghai,1992,Autumn,P,40.06666666666666,3,1,1
Shanghai,1992,Autumn,T10,15.922939068100357,3,1,2
Shanghai,1992,Autumn,T90,3.3064516129032255,3,1,2
Shanghai,1992,Autumn,W,7.724014336917563,3,1,2
Shanghai,1992,Spring,P,73.93333333333335,3,1,1
Shanghai,1992,Spring,T10,15.161290322580646,3,1,2
Shanghai,1992,Spring,T90,3.5035842293906807,3,1,2
Shanghai,1992,Spring,W,9.74910394265233,3,1,2
Shanghai,1992,Summer,P,50.53333333333333,3,1,1
Shanghai,1992,Summer,T10,18.333333333333332,3,1,2
Shanghai,1992,Summer,T90,4.910394265232974,3,1,2
Shanghai,1992,Summer,W,8.709677419354838,3,1,2
Shanghai,1992,Winter,P,36.56666666666667,3,1,1
Shanghai,1992,Winter,T10,7.619577308120133,3,1,2
Shanghai,1992,Winter,T90,10.242862439747867,3,1,2
Shanghai,1992,Winter,W,8.713385242862438,3,1,2
Shanghai,1993,Autumn,D,31.0,3,1,1
Shanghai,1993,Autumn,P,47.96666666666667,3,1,1
Shanghai,1993,Autumn,T10,15.940860215053762,3,1,2
Shanghai,1993,Autumn,T90,4.722222222222222,3,1,2
Shanghai,1993,Autumn,W,9.336917562724013,3,1,2
Shanghai,1993,Spring,D,31.0,3,1,1
Shanghai,1993,Spring,P,51.76666666666667,3,1,1
Shanghai,1993,Spring,T10,16.299283154121863,3,1,2
Shanghai,1993,Spring,T90,4.650537634408602,3,1,2
Shanghai,1993,Spring,W,9.265232974910395,3,1,2
Shanghai,1993,Summer,D,31.0,3,1,1
Shanghai,1993,Summer,P,113.89999999999999,3,1,1
Shanghai,1993,Summer,T10,25.66308243727599,3,1,2
Shanghai,1993,Summer,T90,5.752688172043011,3,1,2
Shanghai,1993,Summer,W,6.666666666666667,3,1,2
Shanghai,1993,Winter,D,31.0,3,1,1
Shanghai,1993,Winter,P,27.23333333333333,3,1,1
Shanghai,1993,Winter,T10,11.011904761904761,3,1,2
Shanghai,1993,Winter,T90,8.650153609831028,3,1,2
Shanghai,1993,Winter,W,12.884024577572966,3,1,2
Shanghai,1994,Autumn,D,25.166666666666668,3,1,1
Shanghai,1994,Autumn,P,44.56666666666666,3,1,1
Shanghai,1994,Autumn,T10,7.93010752688172,3,1,2
Shanghai,1994,Autumn,T90,6.872759856630824,3,1,2
Shanghai,1994,Autumn,W,9.193548387096774,3,1,2
Shanghai,1994,Spring,D,28.666666666666668,3,1,1
Shanghai,1994,Spring,P,36.333333333333336,3,1,1
Shanghai,1994,Spring,T10,6.756272401433692,3,1,2
Shanghai,1994,Spring,T90,5.421146953405017,3,1,2
Shanghai,1994,Spring,W,12.401433691756273,3,1,2
Shanghai,1994,Summer,D,26.916666666666668,3,1,1
Shanghai,1994,Summer,P,76.2,3,1,1
Shanghai,1994,Summer,T10,5.250896057347671,3,1,2
Shanghai,1994,Summer,T90,5.21505376344086,3,1,2
Shanghai,1994,Summer,W,20.125448028673834,3,1,2
Shanghai,1994,Winter,D,30.416666666666668,3,1,1
Shanghai,1994,Winter,P,27.8,3,1,1
Shanghai,1994,Winter,T10,7.9685099846390175,3,1,2
Shanghai,1994,Winter,T90,2.956989247311828,3,1,2
Shanghai,1994,Winter,W,13.421658986175116,3,1,2
Shanghai,1995,Autumn,D,30.666666666666668,3,1,1
Shanghai,1995,Autumn,P,33.800000000000004,3,1,1
Shanghai,1995,Autumn,T10,10.716845878136203,3,1,2
Shanghai,1995,Autumn,T90,6.648745519713262,3,1,2
Shanghai,1995,Autumn,W,4.444444444444445,3,1,2
Shanghai,1995,Spring,D,26.666666666666668,3,1,1
Shanghai,1995,Spring,P,67.0,3,1,1
Shanghai,1995,Spring,T10,13.064516129032258,3,1,2
Shanghai,1995,Spring,T90,3.8172043010752685,3,1,2
Shanghai,1995,Spring,W,10.842293906810037,3,1,2
Shanghai,1995,Summer,D,28.666666666666668,3,1,1
Shanghai,1995,Summer,P,125.06666666666666,3,1,1
Shanghai,1995,Summer,T10,9.847670250896057,3,1,2
Shanghai,1995,Summer,T90,4.578853046594983,3,1,2
Shanghai,1995,Summer,W,10.824372759856631,3,1,2
Shanghai,1995,Winter,D,24.666666666666668,3,1,1
Shanghai,1995,Winter,P,24.866666666666664,3,1,1
Shanghai,1995,Winter,T10,3.840245775729647,3,1,2
Shanghai,1995,Winter,T90,5.645161290322581,3,1,2
Shanghai,1995,Winter,W,4.953917050691245,3,1,2
Shanghai,1996,Autumn,D,27.833333333333332,3,1,1
Shanghai,1996,Autumn,P,31.5,3,1,1
Shanghai,1996,Autumn,T10,5.725806451612903,3,1,2
Shanghai,1996,Autumn,T90,5.421146953405018,3,1,2
Shanghai,1996,Autumn,W,12.1326164874552,3,1,2
Shanghai,1996,Spring,D,30.333333333333332,3,1,1
Shanghai,1996,Spring,P,37.933333333333344,3,1,1
Shanghai,1996,Spring,T10,19.13978494623656,3,1,2
Shanghai,1996,Spring,T90,1.8906810035842294,3,1,2
Shanghai,1996,Spring,W,10.340501792114695,3,1,2
Shanghai,1996,Summer,D,29.083333333333332,3,1,1
Shanghai,1996,Summer,P,91.76666666666667,3,1,1
Shanghai,1996,Summer,T10,9.525089605734767,3,1,2
Shanghai,1996,Summer,T90,2.5,3,1,2
Shanghai,1996,Summer,W,12.007168458781363,3,1,2
Shanghai,1996,Winter,D,31.583333333333332,3,1,1
Shanghai,1996,Winter,P,22.26666666666667,3,1,1
Shanghai,1996,Winter,T10,17.389692250648867,3,1,2
Shanghai,1996,Winter,T90,4.486466444197256,3,1,2
Shanghai,1996,Winter,W,16.57397107897664,3,1,2
Shanghai,1997,Autumn,D,24.5,3,1,1
Shanghai,1997,Autumn,P,10.800000000000002,3,1,2
Shanghai,1997,Autumn,T10,13.790322580645162,3,1,2
Shanghai,1997,Autumn,T90,7.087813620071685,3,1,2
Shanghai,1997,Autumn,W,12.706093189964157,3,1,2
Shanghai,1997,Spring,D,26.0,3,1,1
Shanghai,1997,Spring,P,17.983333333333334,3,1,2
Shanghai,1997,Spring,T10,4.623655913978495,3,1,2
Shanghai,1997,Spring,T90,15.125448028673835,3,1,2
Shanghai,1997,Spring,W,8.709677419354838,3,1,2
Shanghai,1997,Summer,D,25.25,3,1,1
Shanghai,1997,Summer,P,66.51666666666667,3,1,2
Shanghai,1997,Summer,T10,5.681003584229391,3,1,2
Shanghai,1997,Summer,T90,3.3333333333333335,3,1,2
Shanghai,1997,Summer,W,7.043010752688171,3,1,2
Shanghai,1997,Winter,D,26.75,3,1,1
Shanghai,1997,Winter,P,13.866666666666667,3,1,2
Shanghai,1997,Winter,T10,9.28379416282642,3,1,2
Shanghai,1997,Winter,T90,8.11251920122888,3,1,2
Shanghai,1997,Winter,W,9.850230414746543,3,1,2
Shanghai,1998,Autumn,D,36.166666666666664,3,1,2
Shanghai,1998,Autumn,P,20.4,3,1,2
Shanghai,1998,Autumn,T10,1.6666666666666667,3,1,2
Shanghai,1998,Autumn,T90,8.548387096774194,3,1,2
Shanghai,1998,Autumn,W,7.168458781362008,3,1,2
Shanghai,1998,Spring,D,42.666666666666664,3,1,2
Shanghai,1998,Spring,P,23.183333333333334,3,1,2
Shanghai,1998,Spring,T10,8.369175627240145,3,1,2
Shanghai,1998,Spring,T90,13.189964157706092,3,1,2
Shanghai,1998,Spring,W,11.415770609318997,3,1,2
Shanghai,1998,Summer,D,39.416666666666664,3,1,2
Shanghai,1998,Summer,P,32.71666666666667,3,1,2
Shanghai,1998,Summer,T10,3.8530465949820787,3,1,2
Shanghai,1998,Summer,T90,15.546594982078853,3,1,2
Shanghai,1998,Summer,W,4.42652329749104,3,1,2
Shanghai,1998,Winter,D,45.916666666666664,3,1,2
Shanghai,1998,Winter,P,30.683333333333334,3,1,2
Shanghai,1998,Winter,T10,8.899769585253457,3,1,2
Shanghai,1998,Winter,T90,9.005376344086022,3,1,2
Shanghai,1998,Winter,W,17.06989247311828,3,1,2
Shanghai,1999,Autumn,T10,7.437275985663082,3,1,2
Shanghai,1999,Autumn,T90,14.910394265232974,3,1,2
Shanghai,1999,Autumn,W,17.00716845878136,3,1,2
Shanghai,1999,Spring,T10,4.354838709677419,3,1,2
Shanghai,1999,Spring,T90,5.958781362007169,3,1,2
Shanghai,1999,Spring,W,13.118279569892472,3,1,2
Shanghai,1999,Summer,T10,25.026881720430108,3,1,2
Shanghai,1999,Summer,T90,1.388888888888889,3,1,2
Shanghai,1999,Summer,W,4.96415770609319,3,1,2
Shanghai,1999,Winter,T10,2.0148489503328215,3,1,2
Shanghai,1999,Winter,T90,19.247311827956988,3,1,2
Shanghai,1999,Winter,W,6.833077316948284,3,1,2
Shanghai,2000,Autumn,T10,8.625015449264614,3,1,2
Shanghai,2000,Autumn,T90,6.291558521814362,3,1,2
Shanghai,2000,Autumn,W,13.896304535904092,3,1,2
Shanghai,2000,Spring,T10,1.370967741935484,3,1,2
Shanghai,2000,Spring,T90,8.709677419354838,3,1,2
Shanghai,2000,Spring,W,8.172043010752688,3,1,2
Shanghai,2000,Summer,T10,2.2222222222222223,3,1,2
Shanghai,2000,Summer,T90,6.810035842293907,3,1,2
Shanghai,2000,Summer,W,6.487455197132616,3,1,2
Shanghai,2000,Winter,T10,11.818687430478311,3,1,2
Shanghai,2000,Winter,T90,7.258064516129032,3,1,2
Shanghai,2000,Winter,W,12.439747868001483,3,1,2
Shanghai,2001,Autumn,T10,3.0376344086021505,3,1,2
Shanghai,2001,Autumn,T90,3.00179211469534,3,1,2
Shanghai,2001,Autumn,W,5.483870967741936,3,1,2
Shanghai,2001,Spring,T10,5.698924731182795,3,1,2
Shanghai,2001,Spring,T90,10.259856630824373,3,1,2
Shanghai,2001,Spring,W,8.154121863799283,3,1,2
Shanghai,2001,Summer,T10,9.758064516129032,3,1,2
Shanghai,2001,Summer,T90,7.634408602150537,3,1,2
Shanghai,2001,Summer,W,5.465949820788531,3,1,2
Shanghai,2001,Winter,T10,3.2834101382488483,3,1,2
Shanghai,2001,Winter,T90,13.488863287250384,3,1,2
Shanghai,2001,Winter,W,12.768817204301074,3,1,2
Shanghai,2002,Autumn,P,61.86666666666664,3,1,1
Shanghai,2002,Autumn,T10,8.279569892473118,3,1,2
Shanghai,2002,Autumn,T90,8.234767025089607,3,1,2
Shanghai,2002,Autumn,W,9.318996415770611,3,1,2
Shanghai,2002,Spring,T10,5.43010752688172,3,1,2
Shanghai,2002,Spring,T90,19.112903225806452,3,1,2
Shanghai,2002,Spring,W,4.96415770609319,3,1,2
Shanghai,2002,Summer,T10,9.435483870967742,3,1,2
Shanghai,2002,Summer,T90,8.243727598566307,3,1,2
Shanghai,2002,Summer,W,9.318996415770608,3,1,2
Shanghai,2002,Winter,T10,3.4946236559139785,3,1,2
Shanghai,2002,Winter,T90,14.352918586789556,3,1,2
Shanghai,2002,Winter,W,6.029185867895546,3,1,2
Shanghai,2003,Autumn,P,26.533333333333303,3,1,1
Shanghai,2003,Autumn,T10,8.71863799283154,3,1,2
Shanghai,2003,Autumn,T90,15.734767025089608,3,1,2
Shanghai,2003,Autumn,W,10.967741935483872,3,1,2
Shanghai,2003,Spring,P,27.1333333333333,3,1,1
Shanghai,2003,Spring,T10,6.00358422939068,3,1,2
Shanghai,2003,Spring,T90,6.792114695340501,3,1,2
Shanghai,2003,Spring,W,11.344086021505376,3,1,2
Shanghai,2003,Summer,P,55.66666666666663,3,1,1
Shanghai,2003,Summer,T10,3.2526881720430105,3,1,2
Shanghai,2003,Summer,T90,16.4336917562724,3,1,2
Shanghai,2003,Summer,W,2.7240143369175627,3,1,2
Shanghai,2003,Winter,P,33.96666666666663,3,1,1
Shanghai,2003,Winter,T10,9.581413210445469,3,1,2
Shanghai,2003,Winter,T90,9.07258064516129,3,1,2
Shanghai,2003,Winter,W,12.058371735791091,3,1,2
Shanghai,2004,Autumn,D,23.333333333333332,3,1,1
Shanghai,2004,Autumn,P,45.83333333333331,3,1,1
Shanghai,2004,Autumn,T10,5.752688172043011,3,1,2
Shanghai,2004,Autumn,T90,4.991039426523298,3,1,2
Shanghai,2004,Autumn,W,7.2998805256869765,3,1,3
Shanghai,2004,Spring,D,24.333333333333332,3,1,1
Shanghai,2004,Spring,P,56.86666666666664,3,1,1
Shanghai,2004,Spring,T10,6.818996415770608,3,1,2
Shanghai,2004,Spring,T90,13.324372759856631,3,1,2
Shanghai,2004,Spring,W,14.193548387096774,3,1,2
Shanghai,2004,Summer,D,23.833333333333332,3,1,1
Shanghai,2004,Summer,P,74.4333333333333,3,1,1
Shanghai,2004,Summer,T10,1.9086021505376343,3,1,2
Shanghai,2004,Summer,T90,4.587813620071684,3,1,2
Shanghai,2004,Summer,W,9.802867383512543,3,1,2
Shanghai,2004,Winter,D,24.833333333333332,3,1,1
Shanghai,2004,Winter,P,37.5333333333333,3,1,1
Shanghai,2004,Winter,T10,6.201334816462737,3,1,2
Shanghai,2004,Winter,T90,10.391175380051907,3,1,2
Shanghai,2004,Winter,W,5.524657026325547,3,1,2
Shanghai,2005,Autumn,T10,4.892473118279569,3,1,2
Shanghai,2005,Autumn,T90,19.381720430107524,3,1,2
Shanghai,2005,Autumn,W,8.793309438470729,3,1,3
Shanghai,2005,Spring,P,27.866666666666642,3,1,1
Shanghai,2005,Spring,T10,8.064516129032256,3,1,2
Shanghai,2005,Spring,T90,13.172043010752688,3,1,2
Shanghai,2005,Spring,W,11.553166069295102,3,1,3
Shanghai,2005,Summer,T10,5.913978494623656,3,1,2
Shanghai,2005,Summer,T90,15.842293906810037,3,1,2
Shanghai,2005,Summer,W,13.070489844683394,3,1,3
Shanghai,2005,Winter,P,51.333333333333314,3,1,1
Shanghai,2005,Winter,T10,11.386328725038402,3,1,2
Shanghai,2005,Winter,T90,7.526881720430107,3,1,2
Shanghai,2005,Winter,W,7.155657962109575,3,1,3
Shanghai,2006,Autumn,T10,7.204301075268817,3,1,2
Shanghai,2006,Autumn,T90,17.43727598566308,3,1,2
Shanghai,2006,Autumn,W,2.9629629629629632,3,1,3
Shanghai,2006,Spring,T10,6.254480286738352,3,1,2
Shanghai,2006,Spring,T90,12.849462365591398,3,1,2
Shanghai,2006,Spring,W,13.393070489844682,3,1,3
Shanghai,2006,Summer,T10,2.7329749103942653,3,1,2
Shanghai,2006,Summer,T90,13.03763440860215,3,1,2
Shanghai,2006,Summer,W,8.327359617682198,3,1,3
Shanghai,2006,Winter,T10,18.500384024577574,3,1,2
Shanghai,2006,Winter,T90,8.832565284178187,3,1,2
Shanghai,2006,Winter,W,12.64720942140297,3,1,3
Shanghai,2007,Autumn,T10,2.195340501792115,3,1,2
Shanghai,2007,Autumn,T90,14.46236559139785,3,1,2
Shanghai,2007,Autumn,W,5.448028673835125,3,1,3
Shanghai,2007,Spring,T10,4.077060931899641,3,1,2
Shanghai,2007,Spring,T90,22.455197132616487,3,1,2
Shanghai,2007,Spring,W,12.962962962962964,3,1,3
Shanghai,2007,Summer,T10,3.055555555555556,3,1,2
Shanghai,2007,Summer,T90,13.064516129032258,3,1,2
Shanghai,2007,Summer,W,4.014336917562724,3,1,3
Shanghai,2007,Winter,T10,1.6417050691244237,3,1,2
Shanghai,2007,Winter,T90,14.391321044546851,3,1,2
Shanghai,2007,Winter,W,3.2194060419866872,3,1,3
Shanghai,2008,Autumn,T10,2.21326164874552,3,1,2
Shanghai,2008,Autumn,T90,13.951612903225806,3,1,2
Shanghai,2008,Autumn,W,4.790919952210275,3,1,3
Shanghai,2008,Spring,T10,2.9838709677419355,3,1,2
Shanghai,2008,Spring,T90,11.0663082437276,3,1,2
Shanghai,2008,Spring,W,6.583034647550776,3,1,3
Shanghai,2008,Summer,T10,4.103942652329749,3,1,2
Shanghai,2008,Summer,T90,8.933691756272403,3,1,2
Shanghai,2008,Summer,W,8.709677419354838,3,1,3
Shanghai,2008,Winter,T10,13.2091212458287,3,1,2
Shanghai,2008,Winter,T90,7.601038190582127,3,1,2
